Nb de periode :    10
 0.1000
  0.326871E+02  0.238187E-01  0.114202E-02 -0.201425E+00  0.243879E+03 -0.410916E-01
 -0.221136E-01  0.326921E+02  0.510812E-03 -0.243916E+03 -0.190199E+00  0.408355E-01
 -0.234827E-02 -0.111244E-02 -0.385297E+01  0.309788E-02 -0.129858E-01 -0.403574E-01
  0.193400E+00 -0.259056E+03 -0.892550E-02  0.193165E+04  0.163054E+01 -0.323648E+00
  0.259016E+03  0.205380E+00  0.133216E-01 -0.170855E+01  0.193136E+04 -0.325410E+00
 -0.410785E-01  0.407695E-01  0.285941E-01 -0.304106E+00 -0.306855E+00  0.837537E-03
 0.2000
  0.327013E+02  0.238751E-01  0.938773E-03 -0.202321E+00  0.243984E+03 -0.411102E-01
 -0.222372E-01  0.327062E+02  0.502057E-03 -0.244021E+03 -0.191589E+00  0.408536E-01
 -0.234783E-02 -0.111739E-02 -0.399944E+01  0.290953E-02 -0.126800E-01 -0.403056E-01
  0.194249E+00 -0.259169E+03 -0.904769E-02  0.193249E+04  0.164067E+01 -0.323792E+00
  0.259130E+03  0.205739E+00  0.118816E-01 -0.171462E+01  0.193220E+04 -0.325559E+00
 -0.410972E-01  0.407873E-01  0.283405E-01 -0.304238E+00 -0.306994E+00  0.836956E-03
 0.3000
  0.328934E+02  0.235442E-01  0.474552E-03 -0.199273E+00  0.245513E+03 -0.413468E-01
 -0.219027E-01  0.328984E+02  0.457267E-03 -0.245551E+03 -0.188564E+00  0.410939E-01
 -0.229249E-02 -0.114853E-02 -0.309174E+01  0.427107E-02 -0.131265E-01 -0.405669E-01
  0.192276E+00 -0.260624E+03 -0.743469E-02  0.194410E+04  0.162162E+01 -0.325613E+00
  0.260584E+03  0.203777E+00  0.747283E-02 -0.169579E+01  0.194380E+04 -0.327345E+00
 -0.413300E-01  0.410284E-01  0.293737E-01 -0.306157E+00 -0.308835E+00  0.856036E-03
 0.4000
  0.327579E+02  0.239906E-01  0.105172E-02 -0.203328E+00  0.244392E+03 -0.411834E-01
 -0.223903E-01  0.327629E+02  0.483431E-03 -0.244429E+03 -0.192914E+00  0.409248E-01
 -0.233844E-02 -0.108875E-02 -0.456488E+01  0.211120E-02 -0.120091E-01 -0.399645E-01
  0.195353E+00 -0.259620E+03 -0.957936E-02  0.193573E+04  0.164998E+01 -0.324359E+00
  0.259582E+03  0.206531E+00  0.135565E-01 -0.172150E+01  0.193544E+04 -0.326142E+00
 -0.411705E-01  0.408583E-01  0.281497E-01 -0.304750E+00 -0.307524E+00  0.837375E-03
 0.5000
  0.328106E+02  0.238372E-01  0.142121E-02 -0.202284E+00  0.244764E+03 -0.412493E-01
 -0.221105E-01  0.328156E+02  0.524282E-03 -0.244802E+03 -0.190877E+00  0.409896E-01
 -0.233257E-02 -0.108148E-02 -0.495337E+01  0.160754E-02 -0.115330E-01 -0.395613E-01
  0.193298E+00 -0.260034E+03 -0.102968E-01  0.193866E+04  0.163545E+01 -0.324867E+00
  0.259994E+03  0.205409E+00  0.167646E-01 -0.171414E+01  0.193837E+04 -0.326661E+00
 -0.412358E-01  0.409234E-01  0.289523E-01 -0.305209E+00 -0.307984E+00  0.838471E-03
 0.6000
  0.330288E+02  0.235740E-01  0.512600E-03 -0.198404E+00  0.246473E+03 -0.415215E-01
 -0.219344E-01  0.330339E+02  0.435909E-03 -0.246511E+03 -0.187684E+00  0.412630E-01
 -0.229736E-02 -0.113771E-02 -0.423510E+01  0.280956E-02 -0.116660E-01 -0.396399E-01
  0.192490E+00 -0.261701E+03 -0.877221E-02  0.195175E+04  0.161486E+01 -0.326957E+00
  0.261662E+03  0.203976E+00  0.919183E-02 -0.168878E+01  0.195145E+04 -0.328736E+00
 -0.415044E-01  0.411975E-01  0.296053E-01 -0.307357E+00 -0.310072E+00  0.856966E-03
 0.7000
  0.331008E+02  0.231681E-01  0.137048E-02 -0.196679E+00  0.247132E+03 -0.416055E-01
 -0.216553E-01  0.331056E+02  0.449419E-03 -0.247168E+03 -0.186971E+00  0.413526E-01
 -0.234417E-02 -0.110108E-02 -0.388604E+01  0.286460E-02 -0.128494E-01 -0.386713E-01
  0.190317E+00 -0.262199E+03 -0.838688E-02  0.195630E+04  0.160882E+01 -0.327577E+00
