  0.3266799      -1.570723       32.68706      1.8029711E-10 -2.2113601E-02
 -1.0202950E-13 -2.3482740E-03  2.7648639E-09  0.1934003     -1.7638513E-10
   259.0164      1.8058870E-09 -4.1078549E-02  3.6592951E-13   1.304995    
  -1.570719       32.70126      8.5295589E-08 -2.2237247E-02 -3.2056313E-10
 -2.3478270E-03 -2.2351742E-08  0.1942493      4.6584319E-09   259.1302    
  6.7878932E-07 -4.1097198E-02 -1.0861356E-10   2.944895      -1.570714    
   32.89339      1.4997310E-06 -2.1902665E-02 -3.9193893E-10 -2.2924938E-03
  2.0023435E-08  0.1922756     -4.5488378E-09   260.5844      1.1983345E-05
 -4.1330006E-02 -1.8911805E-09   5.192245      -1.570702       32.75795    
  1.1314338E-05 -2.2390326E-02 -4.6325255E-10 -2.3384392E-03  1.0989606E-07
  0.1953534     -9.4023562E-09   259.5815      9.0477377E-05 -4.1170496E-02
 -1.4185275E-08   8.082688      -1.570687       32.81059      5.3467440E-05
 -2.2110464E-02  3.9602952E-09 -2.3325682E-03  1.1548400E-07  0.1932978    
 -2.0019797E-08   259.9944      4.2761106E-04 -4.1235771E-02 -6.7165956E-08
   11.64056      -1.570668       33.02883      1.9086133E-04 -2.1934353E-02
  2.9502871E-08 -2.2973616E-03  1.0281801E-06  0.1924895      6.3319021E-08
   261.6618      1.5264142E-03 -4.1504402E-02 -2.3962684E-07   15.75667    
  -1.570635       33.10079      5.5974349E-04 -2.1655275E-02  7.8164334E-08
 -2.3441655E-03  2.1234155E-06  0.1903169     -5.5981218E-08   262.1617    
  4.4757258E-03 -4.1583277E-02 -7.0278156E-07   20.37175      -1.570586    
   33.07169      1.4178130E-03 -2.1862688E-02  5.8706178E-08 -2.2786856E-03
  4.4181943E-06  0.1916396     -6.0739694E-08   262.0385      1.1336328E-02
 -4.1548293E-02 -1.7800494E-06   25.74523      -1.570510       33.36063    
  3.2202990E-03 -2.1424705E-02  1.6157992E-07 -2.2967658E-03  7.3164701E-06
  0.1883743     -5.7059515E-07   264.2044      2.5746895E-02 -4.1909587E-02
 -4.0434661E-06   31.31129      -1.570391       33.26783      6.6853696E-03
 -2.1808328E-02  2.3304381E-07 -2.2687914E-03  1.0326505E-05  0.1911886    
  8.4546627E-09   263.5978      5.3446360E-02 -4.1806199E-02 -8.3947689E-06
  2.3839928E-04  -1.525023      2.3818724E-02 -2.5626307E-12   32.69207    
