VARIABLES="Period (s)" "|Fx| (N/m)" "|Fy| (N/m)" "|Fz| (N/m)" "|Cx| (N)" "|Cy| (N)" "|Cz| (N)" "ang(Fx) (°)" "ang(Fy) (°)" "ang(Fz) (°)" "ang(Cx) (°)" "ang(Cy) (°)" "ang(Cz) (°)"
Zone t="Corps  1"
Zone t="Diffraction force - beta =   0.000 deg",I=    10,F=POINT
 0.1000  0.155513E+01  0.237678E-03  0.118433E+01  0.198891E-02  0.116115E+02  0.240728E-02    0.00   -1.16   90.00 -221.15    0.00 -144.45
 0.2000  0.621767E+01  0.952226E-03  0.474676E+01  0.117552E-01  0.464240E+02  0.961388E-02    0.00   -6.58   90.00 -239.46   -0.01 -144.54
 0.3000  0.139942E+02  0.207261E-02  0.107716E+02  0.184372E-01  0.104493E+03  0.216340E-01    0.00    0.79 -270.00 -225.25   -0.01 -144.56
 0.4000  0.248250E+02  0.370122E-02  0.189025E+02  0.327923E-01  0.185341E+03  0.383223E-01    0.00   -3.91 -269.99 -224.86   -0.01 -144.68
 0.5000  0.387378E+02  0.559964E-02  0.294180E+02  0.529279E-01  0.289193E+03  0.597117E-01    0.00   -0.57 -269.98 -228.47   -0.01 -144.79
 0.6000  0.557463E+02  0.776188E-02  0.425742E+02  0.734869E-01  0.416173E+03  0.858621E-01    0.00   -4.23 -269.97 -229.78   -0.01 -144.84
 0.7000  0.757285E+02  0.997431E-02  0.580478E+02  0.954824E-01  0.565371E+03  0.116281E+00    0.00   -0.88 -269.93 -230.23   -0.01 -145.06
 0.8000  0.986094E+02  0.126981E-01  0.743858E+02  0.123141E+00  0.735964E+03  0.151499E+00   -0.01   -1.66 -269.89 -231.52   -0.01 -144.98
 0.9000  0.124630E+03  0.150265E-01  0.946099E+02  0.148696E+00  0.930260E+03  0.190505E+00   -0.01   -3.25 -269.82 -235.99   -0.02 -145.34
 1.0000  0.153202E+03  0.179868E-01  0.114170E+03  0.183816E+00  0.114313E+04  0.233833E+00   -0.01   -3.84 -269.73 -234.55   -0.02 -145.38
