#YY  MM DD hh mm WVHT  SwH  SwP  WWH  WWP SwD WWD  STEEPNESS  APD MWD
#yr  mo dy hr mn    m    m  sec    m  sec  -  degT     -      sec degT
2024 02 06 23 56  0.9  0.7 13.3  0.6  9.9   N   N      SWELL  7.7   2
2024 02 06 23 26  1.0  0.8 13.3  0.6  9.9   N   N      SWELL  8.1   7
2024 02 06 22 56  1.0  0.8 11.8  0.7  9.9   N   N      SWELL  7.3 357
2024 02 06 22 26  1.1  0.8 12.5  0.7  9.9   N   N      SWELL  6.6   7
2024 02 06 21 56  1.1  0.7 11.1  0.9  9.9   N   N    AVERAGE  5.4  10
2024 02 06 21 26  1.2  0.7 10.5  1.1  9.9   N NNE    AVERAGE  4.8  11
2024 02 06 20 56  1.0  0.8 13.3  0.7  9.9   N   N      SWELL  6.2  10
2024 02 06 20 26  0.9  0.8 12.5  0.5  9.9   N   N      SWELL  8.8   4
2024 02 06 19 56  1.0  0.8 11.1  0.6  9.9   N   N      SWELL  8.4   1
2024 02 06 19 26  0.9  0.8 11.8  0.5  9.9   N   N      SWELL  8.9   5
2024 02 06 18 56  1.0  0.8 11.1  0.6  9.9   N   N      SWELL  9.2   2
2024 02 06 18 26  0.8  0.7 11.8  0.5  9.9   N   N      SWELL  9.1 357
2024 02 06 17 56  0.9  0.7 11.1  0.5  9.9   N   N      SWELL  9.2 357
2024 02 06 17 26  0.8  0.7 12.5  0.6  9.9   N NNW      SWELL  8.6   5
2024 02 06 16 56  0.9  0.7 11.1  0.6  9.9   N   N      SWELL  8.3 358
2024 02 06 16 26  0.8  0.6 12.5  0.6  9.9   N   N      SWELL  8.7   7
2024 02 06 15 56  0.9  0.7 11.1  0.6  9.9   N   N      SWELL  9.0 357
2024 02 06 15 26  1.0  0.7 11.8  0.7  9.9   N   N      SWELL  8.8 355
2024 02 06 14 56  0.9  0.7 11.8  0.6  9.9   N   N      SWELL  8.6 357
2024 02 06 14 26  0.9  0.6 10.5  0.7  9.9   N   N    AVERAGE  8.4 353
2024 02 06 13 56  0.9  0.6 11.8  0.7  9.9   N   N    AVERAGE  8.4   4
2024 02 06 13 26  0.8  0.6 11.1  0.6  9.9 NNW   N      SWELL  8.3 348
2024 02 06 12 56  0.9  0.5 11.8  0.8  9.9   N   N    AVERAGE  8.2 357
2024 02 06 12 26  0.8  0.5 10.5  0.7  9.9   N   N    AVERAGE  8.3 357
2024 02 06 11 56  0.7  0.4 11.8  0.6  9.9   N   N        N/A  7.6   2
2024 02 06 11 26  0.8  0.5 10.5  0.6  9.9   N   N        N/A  8.4 353
2024 02 06 10 56  0.8  0.4 10.5  0.7  9.9   N   N        N/A  8.1 350
2024 02 06 10 26  0.8  0.4 10.5  0.7  9.9   N   N        N/A  8.2 353
2024 02 06 09 56  0.8  0.5 10.5  0.6  9.9   N   N        N/A  8.2   7
2024 02 06 09 26  0.7  0.4 10.5  0.6  9.9   N   N        N/A  7.8   5
2024 02 06 08 56  0.7  0.4 10.5  0.6  9.9   N   N        N/A  7.9   2
2024 02 06 08 26  0.7  0.4 10.5  0.6  9.9   N   N        N/A  8.1 360
2024 02 06 07 56  0.7  0.4 10.5  0.6  9.9   N   N        N/A  8.0  10
2024 02 06 07 26  0.6  0.3 10.5  0.6  9.9   N NNW        N/A  7.8 348
2024 02 06 06 56  0.6  0.4 10.5  0.5  9.9   N   N        N/A  7.8 350
2024 02 06 06 26  0.6  0.3 11.1  0.6  9.1   N   N        N/A  7.3  11
2024 02 06 05 56  0.6  0.3 10.5  0.6  9.9   N   N        N/A  7.4   4
2024 02 06 05 26  0.6  0.3 10.5  0.6  9.1   N NNE        N/A  7.4  12
2024 02 06 04 56  0.6  0.3 10.5  0.5  9.1   N   N        N/A  7.0 360
2024 02 06 04 26  0.6  0.3 10.5  0.6  9.1 NNE NNE        N/A  7.0  12
2024 02 06 03 56  0.6  0.3 10.5  0.6  9.1   N   N        N/A  7.2   8
2024 02 06 03 26  0.6  0.3 10.5  0.6  9.9   N   N        N/A  6.8  10
2024 02 06 02 56  0.6  0.3 10.5  0.6  9.9   N NNE        N/A  6.8  22
2024 02 06 02 26  0.6  0.2 10.5  0.6  9.9   N   N        N/A  6.8   2
2024 02 06 01 56  0.6  0.2 10.5  0.6  9.9 NNE NNE        N/A  6.7  15
2024 02 06 01 26  0.6  0.2 10.5  0.6  9.9   N NNE        N/A  6.5  15
2024 02 06 00 56  0.6  0.3 10.5  0.6  9.9   N   N        N/A  7.1   1
2024 02 06 00 26  0.6  0.2 10.5  0.6  9.9   N   N        N/A  6.7 357
2024 02 05 23 56  0.6  0.3 10.5  0.5  9.1   N   N        N/A  6.6 360
2024 02 05 23 26  0.6  0.2 10.5  0.6  9.9   N   N        N/A  7.2   2
2024 02 05 22 56  0.6  0.3 10.5  0.5  9.9   N NNE        N/A  6.9  18
2024 02 05 22 26  0.5  0.3 11.1  0.5  9.9   N   N        N/A  6.7   4
2024 02 05 21 56  0.6  0.3 10.5  0.5  9.9   N NNE        N/A  6.8   5
2024 02 05 21 26  0.5  0.3 10.5  0.5  9.9   N NNE        N/A  6.4   4
2024 02 05 20 56  0.6  0.4 10.5  0.5  9.9   N NNW        N/A  6.9   4
2024 02 05 20 26  0.6  0.3 10.5  0.5  9.9 NNE  NE        N/A  6.7  39
2024 02 05 19 56  0.6  0.3 10.5  0.5  9.9   N NNE        N/A  6.7   2
2024 02 05 19 26  0.5  0.3 10.5  0.4  9.1 NNE NNE        N/A  6.6  28
2024 02 05 18 56  0.6  0.3 10.5  0.5  9.1 NNE NNE        N/A  6.8  14
2024 02 05 18 26  0.5  0.3 10.5  0.5  9.9   N NNE        N/A  6.7  11
2024 02 05 17 56  0.6  0.3 10.5  0.5  9.1   N NNE        N/A  7.1  25
2024 02 05 17 26  0.6  0.3 10.5  0.6  9.9 NNE NNE        N/A  7.2  12
2024 02 05 16 56  0.6  0.2 10.5  0.5  8.3 NNE NNE        N/A  7.0  31
2024 02 05 16 26  0.6  0.3 11.1  0.5  9.1   N NNE        N/A  7.3  10
2024 02 05 15 56  0.7  0.2 10.5  0.6  9.9 NNE NNE        N/A  7.3  15
2024 02 05 15 26  0.7  0.3 10.5  0.6  9.9 NNE NNE        N/A  7.2  25
2024 02 05 14 56  0.7  0.3 10.5  0.6  9.1 NNE NNE        N/A  7.1  21
2024 02 05 14 26  0.7  0.3 11.1  0.6  9.1 NNE NNE        N/A  6.9  28
2024 02 05 13 56  0.8  0.4 10.5  0.7  9.9 NNE NNE        N/A  7.3  14
2024 02 05 13 26  0.7  0.3 11.8  0.7  8.3 NNE NNE        N/A  6.8  17
2024 02 05 12 56  0.8  0.3 10.5  0.7  9.9   N NNE        N/A  7.1  21
2024 02 05 12 26  0.8  0.3 11.1  0.8  9.1 NNE NNE        N/A  7.1  22
2024 02 05 11 56  0.8  0.3 10.5  0.7  9.9 NNE NNE        N/A  7.2  21
2024 02 05 11 26  0.8  0.4 11.1  0.8  9.9 NNE NNE    AVERAGE  7.0  26
2024 02 05 10 56  0.8  0.3 10.5  0.7  9.9 NNE  NE        N/A  6.9  36
2024 02 05 10 26  0.8  0.4 10.5  0.8  9.1   N   N    AVERAGE  7.0  11
2024 02 05 09 56  0.8  0.3 10.5  0.8  9.9   N NNE    AVERAGE  7.1  22
2024 02 05 09 26  0.9  0.3 10.5  0.8  9.9 NNE NNE    AVERAGE  7.1  17
2024 02 05 08 56  0.9  0.4 11.1  0.8  9.9 NNE   N    AVERAGE  7.2   7
2024 02 05 08 26  0.9  0.4 11.1  0.8  9.9 NNE NNE    AVERAGE  7.2  24
2024 02 05 07 56  0.9  0.4 10.5  0.8  9.9 NNE NNE    AVERAGE  6.8  22
2024 02 05 07 26  1.0  0.4 10.5  0.9  9.9 NNE NNE    AVERAGE  6.9  15
2024 02 05 06 56  1.0  0.4 10.5  0.9  9.1 NNE NNE    AVERAGE  6.9  21
2024 02 05 06 26  1.0  0.5 10.5  0.9  9.9 NNE NNE    AVERAGE  7.0  31
2024 02 05 05 56  1.1  0.5 10.5  1.0  9.9 NNE NNE    AVERAGE  7.1  18
2024 02 05 05 26  1.1  0.4 10.5  1.0  9.1 NNE NNE    AVERAGE  6.9  12
2024 02 05 04 56  1.1  0.5 11.1  1.1  9.9 NNE NNE    AVERAGE  7.1  17
2024 02 05 04 26  1.1  0.4 10.5  1.0  8.3   N   N    AVERAGE  6.7   7
2024 02 05 03 56  1.2  0.6 10.5  1.1  9.9   N NNE    AVERAGE  7.2  11
2024 02 05 03 26  1.1  0.4 10.5  1.1  9.9 NNE   N    AVERAGE  7.2  10
2024 02 05 02 56  1.2  0.5 10.5  1.1  9.1   N NNE    AVERAGE  7.2  10
2024 02 05 02 26  1.2  0.6 10.5  1.1  9.9 NNE NNE    AVERAGE  7.2  19
2024 02 05 01 56  1.2  0.6 10.5  1.1  9.1 NNE   N    AVERAGE  7.4  12
2024 02 05 01 26  1.1  0.5 11.1  1.1  9.9 NNE NNE    AVERAGE  7.0  21
2024 02 05 00 56  1.2  0.5 11.1  1.1  9.1 NNE   N    AVERAGE  6.9   5
2024 02 05 00 26  1.3  0.6 10.5  1.2  9.9 NNE NNE    AVERAGE  7.2  15
2024 02 04 23 56  1.2  0.6 11.1  1.1  9.1 NNE   N    AVERAGE  7.2  17
2024 02 04 23 26  1.1  0.5 10.5  1.0  9.1   N   N    AVERAGE  6.8   8
2024 02 04 22 56  1.2  0.6 10.5  1.1  9.9   N   N    AVERAGE  7.3   7
2024 02 04 22 26  1.3  0.6 10.5  1.2  9.9 NNE NNE    AVERAGE  7.5  14
2024 02 04 21 56  1.2  0.6 10.5  1.1  9.9   N   N    AVERAGE  7.2   7
2024 02 04 21 26  1.3  0.6 11.1  1.2  9.9   N   N    AVERAGE  7.2 355
2024 02 04 20 56  1.2  0.6 10.5  1.1  9.9 NNE NNE    AVERAGE  7.2  17
2024 02 04 20 26  1.2  0.6 11.1  1.1  9.9 NNE   N    AVERAGE  7.2  19
2024 02 04 19 56  1.3  0.8 10.5  1.1  9.9   N   N    AVERAGE  7.7   8
2024 02 04 19 26  1.3  0.7 10.5  1.1  9.9 NNE   N    AVERAGE  7.5  17
2024 02 04 18 56  1.4  0.8 11.1  1.1  9.1 NNE   N    AVERAGE  7.5  26
2024 02 04 18 26  1.3  0.7 10.5  1.2  9.9   N   N    AVERAGE  7.5 360
2024 02 04 17 56  1.3  0.7 10.5  1.1  9.9 NNE   N    AVERAGE  7.4  17
2024 02 04 17 26  1.3  0.8 10.5  1.1  9.9 NNE   N    AVERAGE  7.9  15
2024 02 04 16 56  1.3  0.7 11.1  1.2  9.9   N NNE    AVERAGE  7.8  12
2024 02 04 16 26  1.5  0.9 11.1  1.2  9.9   N   N    AVERAGE  8.5   7
2024 02 04 15 56  1.3  0.9 10.5  1.0  9.1   N   N    AVERAGE  8.2   5
2024 02 04 15 26  1.4  0.9 10.5  1.1  9.9   N   N    AVERAGE  8.2  10
2024 02 04 14 56  1.5  1.0 10.5  1.2  9.9   N   N    AVERAGE  8.4   5
2024 02 04 14 26  1.3  0.8 11.1  1.1  9.9 NNE   N    AVERAGE  8.0  15
2024 02 04 13 56  1.4  0.9 10.5  1.1  9.9   N   N    AVERAGE  8.2  10
2024 02 04 13 26  1.4  0.9 11.1  1.1  9.9 NNE   N    AVERAGE  8.2  14
2024 02 04 12 56  1.4  0.8 10.5  1.2  9.9 NNE   N    AVERAGE  8.2 357
2024 02 04 12 26  1.5  0.8 11.1  1.2  9.9   N NNE    AVERAGE  8.2   7
2024 02 04 11 56  1.5  1.0 10.5  1.2  9.9   N   N    AVERAGE  8.6   2
2024 02 04 11 26  1.4  1.0 10.5  1.1  9.9 NNE   N    AVERAGE  8.5  17
2024 02 04 10 56  1.4  0.9 11.8  1.1  9.9   N   N    AVERAGE  8.2   2
2024 02 04 10 26  1.6  1.2 11.1  1.1  9.1   N   N      SWELL  8.7   8
2024 02 04 09 56  1.4  1.0 10.5  1.0  9.1   N   N      SWELL  8.3  10
2024 02 04 09 26  1.5  1.0 11.1  1.2  9.9   N NNW    AVERAGE  8.4  11
2024 02 04 08 56  1.4  0.9 10.5  1.1  9.9 NNE   N    AVERAGE  8.3  17
2024 02 04 08 26  1.6  1.0 10.5  1.2  9.9   N NNE    AVERAGE  8.4  10
2024 02 04 07 56  1.7  1.2 11.8  1.1  9.9 NNE   N      SWELL  8.7  12
2024 02 04 07 26  1.6  1.1 11.1  1.2  9.9 NNE   N    AVERAGE  8.5  15
2024 02 04 06 56  1.7  1.2 10.5  1.2  9.9   N   N      SWELL  8.8   8
2024 02 04 06 26  1.8  1.3 11.8  1.3  9.9 NNE   N      SWELL  8.7  15
2024 02 04 05 56  1.6  1.1 11.8  1.2  9.9 NNE NNE    AVERAGE  8.2  15
2024 02 04 05 26  1.8  1.2 11.8  1.3  9.9   N NNE    AVERAGE  8.5  11
2024 02 04 04 56  1.9  1.4 11.1  1.4  9.9 NNE   N      SWELL  8.7  14
2024 02 04 04 26  1.6  1.2 11.8  1.2  9.9 NNE   N      SWELL  8.3  15
2024 02 04 03 56  2.0  1.4 11.8  1.5  9.9 NNE   N    AVERAGE  8.7  15
2024 02 04 03 26  2.0  1.4 11.1  1.5  9.9 NNE   N    AVERAGE  8.4  15
2024 02 04 02 56  2.0  1.5 11.8  1.4  9.9 NNE   N      SWELL  8.8  15
2024 02 04 02 26  1.8  1.2 10.5  1.4  9.9   N   N    AVERAGE  8.1   4
2024 02 04 01 56  1.9  1.3 11.8  1.4  9.9   N   N    AVERAGE  8.2   5
2024 02 04 01 26  1.9  1.2 11.1  1.6  9.9 NNE   N    AVERAGE  8.3  17
2024 02 04 00 56  2.1  1.5 11.8  1.6  9.9 NNE   N    AVERAGE  8.7  19
2024 02 04 00 26  2.3  1.7 11.1  1.6  9.9 NNE   N      SWELL  8.8  14
2024 02 03 23 56  2.1  1.5 11.1  1.5  9.9 NNE   N      SWELL  8.6  14
2024 02 03 23 26  2.2  1.7 11.8  1.5  9.1   N   N      SWELL  8.9  10
2024 02 03 22 56  2.3  1.7 11.8  1.6  9.9 NNE   N      SWELL  8.9  12
2024 02 03 22 26  2.1  1.6 11.1  1.4  9.9 NNE   N      SWELL  9.0  12
2024 02 03 21 56  2.3  1.8 11.8  1.4  9.9 NNE   N      SWELL  9.3  14
2024 02 03 21 26  2.5  2.0 11.8  1.5  9.9   N   N      SWELL  9.6  11
2024 02 03 20 56  2.2  1.7 12.5  1.5  9.9   N   N      SWELL  9.1 358
2024 02 03 20 26  2.0  1.5 11.8  1.4  9.9   N NNW      SWELL  8.9  11
2024 02 03 19 56  2.1  1.7 11.8  1.3  9.9   N   N      SWELL  9.3  10
2024 02 03 19 26  2.1  1.5 11.1  1.6  9.9   N   N    AVERAGE  8.9  11
2024 02 03 18 56  2.1  1.6 11.8  1.4  9.9 NNE NNW      SWELL  8.9  18
2024 02 03 18 26  2.4  2.0 11.1  1.4  9.9 NNE   N      SWELL  9.5  12
2024 02 03 17 56  2.5  2.0 11.8  1.6  9.9   N NNW      SWELL  9.6   8
2024 02 03 17 26  2.3  1.8 12.5  1.5  9.9   N   N      SWELL  9.4  10
2024 02 03 16 56  2.0  1.4 12.5  1.4  9.9 NNE   N      SWELL  8.8  12
2024 02 03 16 26  1.9  1.3 12.5  1.4  9.9 NNE NNW    AVERAGE  8.7  17
2024 02 03 15 56  2.3  1.9 11.8  1.4  9.9   N NNW      SWELL  9.3   5
2024 02 03 15 26  2.0  1.5 11.8  1.4  9.9   N   N      SWELL  8.9   4
2024 02 03 14 56  2.1  1.6 11.8  1.4  9.9   N   N      SWELL  9.0   5
2024 02 03 14 26  1.9  1.3 10.5  1.4  9.9   N NNW    AVERAGE  8.5 351
2024 02 03 13 56  2.0  1.4 12.5  1.4  9.9   N NNW      SWELL  8.6  10
2024 02 03 13 26  1.9  1.3 10.5  1.4  9.9   N   N    AVERAGE  8.4   5
2024 02 03 12 56  1.9  1.3 11.1  1.4  9.9   N NNW    AVERAGE  8.4 360
2024 02 03 12 26  1.8  1.1 11.8  1.4  9.9   N   N    AVERAGE  8.2   1
2024 02 03 11 56  1.8  1.2 12.5  1.4  9.9   N   N    AVERAGE  8.4  11
2024 02 03 11 26  1.8  1.1 11.8  1.5  9.9   N   N    AVERAGE  8.2  11
2024 02 03 10 56  1.7  1.0 11.8  1.4  9.9   N NNW    AVERAGE  8.0 346
2024 02 03 10 26  1.6  1.1 11.8  1.2  9.9   N NNW    AVERAGE  8.2   4
2024 02 03 09 56  1.9  1.2 10.5  1.5  9.1 NNW   N    AVERAGE  8.4 343
2024 02 03 09 26  1.8  1.2 12.5  1.4  9.9   N NNW    AVERAGE  8.3  10
2024 02 03 08 56  1.7  1.2 12.5  1.3  9.9   N   N    AVERAGE  8.3 351
2024 02 03 08 26  1.7  1.1 13.3  1.3  9.1 NNE NNW    AVERAGE  8.2  17
2024 02 03 07 56  1.7  1.1 13.3  1.4  9.9 NNE   N    AVERAGE  8.2 351
2024 02 03 07 26  1.8  1.2 12.5  1.4  9.9   N NNW    AVERAGE  8.1   7
2024 02 03 06 56  1.8  1.2 10.5  1.4  9.9   N NNW    AVERAGE  8.2 350
2024 02 03 06 26  1.8  1.2 12.5  1.4  9.9   N NNW    AVERAGE  8.2  11
2024 02 03 05 56  1.8  1.1 12.5  1.4  9.9   N NNW    AVERAGE  8.0  11
2024 02 03 05 26  1.8  1.1 13.3  1.5  9.9   N NNW    AVERAGE  7.9  10
2024 02 03 04 56  1.8  1.2 13.3  1.4  9.9   N NNW    AVERAGE  8.2   4
2024 02 03 04 26  2.0  1.3 11.1  1.5  9.9 NNW NNW    AVERAGE  8.1 346
2024 02 03 03 56  1.9  1.4 12.5  1.4  9.9   N NNW      SWELL  8.1   7
2024 02 03 03 26  1.9  1.3 11.8  1.5  9.9   N NNW    AVERAGE  8.1 357
2024 02 03 02 56  1.9  1.2 10.5  1.6  9.9 NNW NNW    AVERAGE  7.6 343
2024 02 03 02 26  2.1  1.5 12.5  1.6  9.9   N NNW    AVERAGE  8.0   7
2024 02 03 01 56  2.0  1.1 10.5  1.6  9.9 NNW NNW    AVERAGE  7.5 341
2024 02 03 01 26  2.0  1.2 12.5  1.6  9.1   N NNW    AVERAGE  7.5   7
2024 02 03 00 56  2.1  1.4 11.1  1.6  9.9 NNW NNW    AVERAGE  7.9 339
2024 02 03 00 26  2.1  1.3 10.5  1.7  9.9 NNW NNW    AVERAGE  7.8 333
2024 02 02 23 56  2.1  1.3 14.3  1.7  9.9   N NNW    AVERAGE  7.8  11
2024 02 02 23 26  2.1  1.5 10.5  1.6  9.9 NNW   N    AVERAGE  7.9 341
2024 02 02 22 56  2.1  1.4 11.8  1.7  9.9   N NNW    AVERAGE  8.0 355
2024 02 02 22 26  2.3  1.5 11.1  1.8  9.9   N NNW    AVERAGE  8.1 350
2024 02 02 21 56  2.5  1.6 11.1  1.9  9.9 NNW NNW    AVERAGE  8.2 340
2024 02 02 21 26  2.1  1.2 11.8  1.8  9.9   N NNW    AVERAGE  7.7   7
2024 02 02 20 56  2.5  1.8 12.5  1.8  9.9   N NNW      SWELL  8.3 355
2024 02 02 20 26  2.2  1.2 11.1  1.8  9.9 NNW NNW    AVERAGE  7.6 348
2024 02 02 19 56  2.3  1.5 11.8  1.8  9.9 NNW NNW    AVERAGE  7.9 343
2024 02 02 19 26  2.3  1.5 11.1  1.9  9.9 NNW NNW    AVERAGE  8.1 343
2024 02 02 18 56  2.5  1.6 11.8  2.0  9.9 NNW NNW    AVERAGE  8.2 348
2024 02 02 18 26  2.4  1.6 12.5  1.8  9.9   N NNW    AVERAGE  8.0   2
2024 02 02 17 56  2.4  1.4 12.5  1.9  9.9   N   N    AVERAGE  7.7 350
2024 02 02 17 26  2.5  1.6 10.5  2.0  9.1 NNW NNW    AVERAGE  8.0 344
2024 02 02 16 56  2.5  1.6 11.8  1.9  9.9   N   N    AVERAGE  7.8 350
2024 02 02 16 26  2.3  1.4 11.8  1.8  9.9   N NNW    AVERAGE  7.6 350
2024 02 02 15 56  2.5  1.6 11.1  2.0  9.9 NNW   N    AVERAGE  7.8 348
2024 02 02 15 26  2.6  1.7 11.1  2.0  9.9   N   N    AVERAGE  7.7 358
2024 02 02 14 56  2.6  1.7 11.8  2.1  9.9   N   N    AVERAGE  7.8   4
2024 02 02 14 26  2.5  1.6 11.8  2.0  9.9   N   N    AVERAGE  7.6   2
2024 02 02 13 56  2.8  1.8 11.1  2.2  9.9   N   N    AVERAGE  7.7 360
2024 02 02 13 26  2.5  1.6 11.8  2.0  9.9   N   N    AVERAGE  7.4   2
2024 02 02 12 56  2.7  1.5 10.5  2.3  9.9   N   N    AVERAGE  7.4 355
2024 02 02 12 26  2.4  1.4 11.1  2.0  9.9   N   N    AVERAGE  7.0   7
2024 02 02 11 56  2.3  1.4 10.5  1.9  9.1   N   N    AVERAGE  7.1 354
2024 02 02 11 26  2.2  1.3 13.3  1.8  9.9 NNE   N    AVERAGE  7.1  12
2024 02 02 10 56  1.9  1.1 11.1  1.6  9.1   N   N    AVERAGE  6.6   7
2024 02 02 10 26  1.9  1.2 11.1  1.5  9.9   N NNE    AVERAGE  6.7   4
2024 02 02 09 56  1.8  1.2 11.8  1.4  9.9   N   N    AVERAGE  6.5   8
2024 02 02 09 26  1.8  1.2 12.5  1.4  9.9   N   N    AVERAGE  6.7   8
2024 02 02 08 56  1.8  1.1 11.8  1.4  9.9   N   N    AVERAGE  6.5   1
2024 02 02 08 26  1.6  1.0 12.5  1.3  9.1 NNE   N    AVERAGE  6.2  17
2024 02 02 07 56  1.7  1.1 13.3  1.3  9.9   N   N    AVERAGE  6.5   5
2024 02 02 07 26  1.7  1.1 12.5  1.3  9.9   N   N    AVERAGE  6.5   5
2024 02 02 06 56  1.8  1.4 12.5  1.2  9.9 NNE NNW      SWELL  7.1  17
2024 02 02 06 26  1.9  1.4 12.5  1.2  9.9   N   N      SWELL  7.4   2
2024 02 02 05 56  1.6  1.2 12.5  1.1  9.9 NNE   N      SWELL  6.8  12
2024 02 02 05 26  1.7  1.3 13.3  1.2  9.9 NNE   N      SWELL  7.2  18
2024 02 02 04 56  1.8  1.3 13.3  1.2  9.9 NNE NNW      SWELL  6.8  14
2024 02 02 04 26  1.7  1.2 13.3  1.3  9.9 NNE   N    AVERAGE  6.6  15
2024 02 02 03 56  1.9  1.4 13.3  1.3  9.9 NNE   N      SWELL  7.0  12
2024 02 02 03 26  1.7  1.3 13.3  1.2  9.9 NNE   N      SWELL  7.1  19
2024 02 02 02 56  2.0  1.5 13.3  1.3  9.9   N NNW      SWELL  7.4   5
2024 02 02 02 26  1.6  1.1 10.5  1.2  9.1 NNW NNW    AVERAGE  6.7 348
2024 02 02 01 56  1.9  1.5 13.3  1.2  9.9   N NNW      SWELL  8.5   8
2024 02 02 01 26  1.6  1.2 13.3  1.1  9.9   N   N      SWELL  8.3   8
2024 02 02 00 56  1.8  1.3 14.3  1.2  9.9   N NNW      SWELL  8.7  11
2024 02 02 00 26  1.7  1.3 13.3  1.2  9.9   N   N      SWELL  8.1   8
2024 02 01 23 56  1.8  1.4 14.3  1.2  9.9   N   N      SWELL  7.8  11
2024 02 01 23 26  1.8  1.3 13.3  1.3  9.9   N   N      SWELL  7.3   2
2024 02 01 22 56  1.8  1.2 10.5  1.4  9.9 NNW NNW    AVERAGE  7.1 348
2024 02 01 22 26  1.7  1.1 14.3  1.3  9.9 NNE NNW    AVERAGE  7.0  18
2024 02 01 21 56  1.8  1.3 14.3  1.2  9.9   N NNW      SWELL  7.4  10
2024 02 01 21 26  1.8  1.3 11.1  1.3  9.9   N NNW      SWELL  7.5 355
2024 02 01 20 56  1.7  1.0 14.3  1.4  9.9   N NNW    AVERAGE  7.1 348
2024 02 01 20 26  1.7  1.2 11.1  1.2  9.9   N   N      SWELL  7.3 354
2024 02 01 19 56  1.6  1.2 10.5  1.1  9.1   N NNW      SWELL  7.8   1
2024 02 01 19 26  1.8  1.3 11.1  1.2  9.9   N   N      SWELL  8.7   2
2024 02 01 18 56  1.6  1.2 10.5  1.2  9.9 NNW   N      SWELL  8.6 348
2024 02 01 18 26  1.6  1.2 11.1  1.2  9.9   N   N      SWELL  8.8 355
2024 02 01 17 56  1.6  1.2 10.5  1.1  9.9   N   N      SWELL  8.8 350
2024 02 01 17 26  1.5  1.0 10.5  1.2  9.1   N   N    AVERAGE  8.2 353
2024 02 01 16 56  1.6  1.2 11.1  1.1  9.9   N   N      SWELL  8.8 354
2024 02 01 16 26  1.6  1.1 10.5  1.2  9.9   N   N    AVERAGE  8.5 355
2024 02 01 15 56  1.4  0.9 10.5  1.1  9.9 NNW   N    AVERAGE  8.1 348
2024 02 01 15 26  1.4  1.0 10.5  1.1  9.9 NNW   N    AVERAGE  8.3 347
2024 02 01 14 56  1.3  0.8 11.1  1.1  9.9   N NNW    AVERAGE  7.8 354
2024 02 01 14 26  1.3  0.8 11.1  1.1  9.9   N   N    AVERAGE  7.6 355
2024 02 01 13 56  1.4  0.8 10.5  1.1  9.1   N NNW    AVERAGE  8.1 347
2024 02 01 13 26  1.4  0.8 10.5  1.1  9.1   N   N    AVERAGE  7.8 357
2024 02 01 12 56  1.4  0.8 11.1  1.2  9.9   N   N    AVERAGE  8.0 360
2024 02 01 12 26  1.4  0.7 10.5  1.2  9.1   N NNW    AVERAGE  7.8 350
2024 02 01 11 56  1.3  0.7 12.5  1.1  9.1   N   N    AVERAGE  7.6 354
2024 02 01 11 26  1.2  0.5 10.5  1.1  9.9   N NNW    AVERAGE  7.2 340
2024 02 01 10 56  1.2  0.5 10.5  1.1  9.1   N NNW    AVERAGE  7.2 340
2024 02 01 10 26  1.3  0.5 10.5  1.2  9.1   N NNW    AVERAGE  7.2 348
2024 02 01 09 56  1.2  0.5 11.1  1.2  9.1   N   N    AVERAGE  7.3 350
2024 02 01 09 26  1.2  0.4 10.5  1.1  9.1   N NNW    AVERAGE  6.9 346
2024 02 01 08 56  1.2  0.4 10.5  1.2  9.9 NNW   N    AVERAGE  6.9 351
2024 02 01 08 26  1.2  0.4 11.1  1.1  9.1   N NNW    AVERAGE  6.9 339
2024 02 01 07 56  1.2  0.5 10.5  1.2  9.1   N NNW    AVERAGE  6.9 343
2024 02 01 07 26  1.1  0.4 11.1  1.0  9.9   N   N    AVERAGE  6.8 360
2024 02 01 06 56  1.3  0.4 10.5  1.2  9.9   N NNW    AVERAGE  7.0 346
2024 02 01 06 26  1.2  0.5 10.5  1.1  9.1   N NNW    AVERAGE  7.0 355
2024 02 01 05 56  1.2  0.4 10.5  1.2  9.9   N NNW    AVERAGE  6.9 339
2024 02 01 05 26  1.2  0.4 10.5  1.2  9.1 NNW NNW    AVERAGE  7.0 334
2024 02 01 04 56  1.2  0.3 11.1  1.2  9.1   N NNW    AVERAGE  7.0 339
2024 02 01 04 26  1.2  0.4 10.5  1.2  9.1 NNW NNW    AVERAGE  6.9 339
2024 02 01 03 56  1.1  0.4 10.5  1.1  9.1   N NNW    AVERAGE  6.8 339
2024 02 01 03 26  1.3  0.5 10.5  1.2  9.1 NNW NNW    AVERAGE  7.1 343
2024 02 01 02 56  1.3  0.4 10.5  1.3  9.9 NNW NNW    AVERAGE  6.9 336
2024 02 01 02 26  1.3  0.4 10.5  1.3  9.1 NNW NNW    AVERAGE  6.8 340
2024 02 01 01 56  1.4  0.4 10.5  1.4  9.9 NNW NNW    AVERAGE  7.0 340
2024 02 01 01 26  1.4  0.5 10.5  1.3  9.9 NNW NNW    AVERAGE  7.1 346
2024 02 01 00 56  1.4  0.4 10.5  1.4  9.9 NNW NNW    AVERAGE  7.1 336
2024 02 01 00 26  1.4  0.5 10.5  1.3  9.9 NNW NNW    AVERAGE  7.1 341
