#YY  MM DD hh mm WVHT  SwH  SwP  WWH  WWP SwD WWD  STEEPNESS  APD MWD
#yr  mo dy hr mn    m    m  sec    m  sec  -  degT     -      sec degT
2024 01 31 23 56  1.4  0.5 10.5  1.3  9.9 NNW NNW    AVERAGE  6.7 340
2024 01 31 23 26  1.3  0.5 10.5  1.2  9.9   N NNW    AVERAGE  6.8 354
2024 01 31 22 56  1.4  0.5 10.5  1.4  9.1 NNW NNW    AVERAGE  6.9 343
2024 01 31 22 26  1.4  0.5 10.5  1.4  9.9 NNW NNW    AVERAGE  6.7 344
2024 01 31 21 56  1.4  0.4 10.5  1.3  9.1 NNW NNW    AVERAGE  6.6 339
2024 01 31 21 26  1.4  0.7 10.5  1.3  9.9   N NNW    AVERAGE  6.9 351
2024 01 31 20 56  1.5  0.6 10.5  1.4  9.9 NNW NNW    AVERAGE  6.8 343
2024 01 31 20 26  1.4  0.6 10.5  1.3  9.1 NNW NNW    AVERAGE  6.3 344
2024 01 31 19 56  1.4  0.5 10.5  1.3  9.9 NNW NNW    AVERAGE  6.2 334
2024 01 31 19 26  1.4  0.5 10.5  1.4  9.9 NNW NNW    AVERAGE  6.2 337
2024 01 31 18 56  1.4  0.5 11.1  1.2  6.7   N NNW    AVERAGE  6.2 350
2024 01 31 18 26  1.4  0.6 10.5  1.3  9.9 NNW NNW    AVERAGE  6.5 341
2024 01 31 17 56  1.4  0.6 10.5  1.2  9.9 NNW NNW    AVERAGE  6.5 334
2024 01 31 17 26  1.4  0.6 10.5  1.3  9.9 NNW NNW    AVERAGE  6.6 343
2024 01 31 16 56  1.3  0.5 10.5  1.2  9.9 NNW NNW    AVERAGE  6.3 341
2024 01 31 16 26  1.5  0.7 10.5  1.3  9.9 NNW NNW    AVERAGE  6.5 336
2024 01 31 15 56  1.3  0.5 11.1  1.3  9.9 NNW NNW    AVERAGE  6.5 336
2024 01 31 15 26  1.3  0.5 10.5  1.2  7.1 NNW NNW      STEEP  6.2 341
2024 01 31 14 56  1.3  0.4 10.5  1.3  7.1 NNW NNW      STEEP  6.0 340
2024 01 31 14 26  1.2  0.5 11.1  1.1  6.7 NNW  NW    AVERAGE  5.9 339
2024 01 31 13 56  1.3  0.5 10.5  1.2  6.7 NNW NNW    AVERAGE  5.8 336
2024 01 31 13 26  1.3  0.5 10.5  1.2  6.7 NNW  NW      STEEP  5.9 326
2024 01 31 12 56  1.3  0.4 10.5  1.2  7.1 NNW NNW      STEEP  5.7 330
2024 01 31 12 26  1.2  0.3 11.8  1.2  7.1   N NNW    AVERAGE  5.4 329
2024 01 31 11 56  1.3  0.3 10.5  1.3  6.7 NNW  NW      STEEP  5.4 323
2024 01 31 11 26  1.5  0.4 10.5  1.4  7.1   N  NW      STEEP  5.6 326
2024 01 31 10 56  1.4  0.4 12.5  1.3  7.1   N NNW      STEEP  5.2 330
2024 01 31 10 26  1.4  0.4 11.8  1.3  6.7   N  NW      STEEP  5.2 320
2024 01 31 09 56  1.4  0.4 12.5  1.4  6.2 NNE NNW      STEEP  5.1 332
2024 01 31 09 26  1.3  0.3 13.3  1.3  6.7 NNE NNW      STEEP  5.1 333
2024 01 31 08 56  1.3  0.3 11.1  1.2  6.2   N NNW      STEEP  5.2 336
2024 01 31 08 26  1.2  0.3 11.1  1.2  6.2   N NNW      STEEP  5.1 333
2024 01 31 07 56  1.2  0.2 12.5  1.1  5.0 NNE   N VERY_STEEP  4.8 360
2024 01 31 07 26  1.1  0.3 12.5  1.1  5.0 NNE   N VERY_STEEP  4.9 351
2024 01 31 06 56  1.1  0.3 11.8  1.1  5.3 NNE   N VERY_STEEP  4.7 354
2024 01 31 06 26  1.1  0.2 11.1  1.0  5.0 NNE   N VERY_STEEP  4.6 351
2024 01 31 05 56  1.0  0.3 11.8  1.0  4.8 NNE NNW VERY_STEEP  4.6 348
2024 01 31 05 26  1.0  0.3 13.3  0.9  4.8 NNE   N VERY_STEEP  4.8 355
2024 01 31 04 56  1.0  0.3 12.5  0.9  4.8  NE   N VERY_STEEP  4.4 358
2024 01 31 04 26  1.0  0.3 10.5  0.9  4.5  NE   N VERY_STEEP  4.3 355
2024 01 31 03 56  1.0  0.2 12.5  1.0  4.3 NNE   N VERY_STEEP  4.2 360
2024 01 31 03 26  1.0  0.2 11.8  1.0  4.0 NNE   N VERY_STEEP  4.1 358
2024 01 31 02 56  1.0  0.3 13.3  0.9  4.2 NNE NNW VERY_STEEP  4.0 348
2024 01 31 02 26  0.9  0.3 11.8  0.9  4.0  NE   N VERY_STEEP  4.0 350
2024 01 31 01 56  0.9  0.2 12.5  0.9  3.5 NNE   N VERY_STEEP  3.8 353
2024 01 31 01 26  0.8  0.2 12.5  0.8  3.2 NNE NNW VERY_STEEP  3.5 340
2024 01 31 00 56  0.8  0.3 13.3  0.7  2.9 NNE  NW        N/A  3.6 323
2024 01 31 00 26  0.6  0.2 12.5  0.6  8.3 NNE  NE        N/A  4.2  39
2024 01 30 23 56  0.7  0.2 12.5  0.6  8.3 NNE  NE        N/A  4.7  50
2024 01 30 23 26  0.6  0.2 14.3  0.6  7.7 NNE  NE        N/A  4.5  56
2024 01 30 22 56  0.6  0.2 12.5  0.6  7.1 NNE  NE        N/A  4.9  47
2024 01 30 22 26  0.6  0.2 12.5  0.6  8.3 NNE  NE        N/A  4.9  47
2024 01 30 21 56  0.6  0.2 11.1  0.6  7.7 NNE ENE        N/A  4.5  57
2024 01 30 21 26  0.6  0.2 12.5  0.6  8.3 NNE  NE        N/A  4.4  46
2024 01 30 20 56  0.6  0.2 11.8  0.6  8.3  NE  NE        N/A  4.5  56
2024 01 30 20 26  0.7  0.2 13.3  0.7  7.7 NNE  NE        N/A  4.9  55
2024 01 30 19 56  0.7  0.2 13.3  0.7  7.1 NNE ENE        N/A  4.8  60
2024 01 30 19 26  0.6  0.2 12.5  0.6  7.7 NNE  NE        N/A  4.8  49
2024 01 30 18 56  0.6  0.2 13.3  0.6  7.7 NNE ENE        N/A  5.1  57
2024 01 30 18 26  0.6  0.2 10.5  0.6  7.7 NNE ENE        N/A  5.8  63
2024 01 30 17 56  0.6  0.2 11.8  0.5  7.7  NE  NE        N/A  6.1  55
2024 01 30 17 26  0.6  0.2 13.3  0.5  7.7 NNE ENE        N/A  6.5  57
2024 01 30 16 56  0.6  0.2 13.3  0.5  7.1 NNE ENE        N/A  6.8  59
2024 01 30 16 26  0.6  0.2 13.3  0.5  7.7 NNE  NE        N/A  6.6  49
2024 01 30 15 56  0.6  0.2 13.3  0.6  8.3 NNE  NE        N/A  6.7  47
2024 01 30 15 26  0.6  0.2 13.3  0.6  8.3 NNE  NE        N/A  6.5  46
2024 01 30 14 56  0.6  0.2 13.3  0.5  8.3 NNE  NE        N/A  6.5  50
2024 01 30 14 26  0.6  0.2 13.3  0.5  8.3  NE  NE        N/A  6.5  49
2024 01 30 13 56  0.6  0.2 12.5  0.6  8.3 NNE  NE        N/A  6.8  46
2024 01 30 13 26  0.6  0.2 12.5  0.6  8.3 NNE  NE        N/A  6.6  46
2024 01 30 12 56  0.6  0.2 13.3  0.6  8.3 NNE  NE        N/A  6.5  46
2024 01 30 12 26  0.6  0.2 11.1  0.6  7.7 NNE  NE        N/A  6.5  52
2024 01 30 11 56  0.7  0.2 12.5  0.7  8.3 NNE  NE        N/A  6.5  45
2024 01 30 11 26  0.6  0.2 12.5  0.6  7.7 NNE  NE        N/A  6.5  50
2024 01 30 10 56  0.6  0.2 12.5  0.6  7.7 NNE  NE        N/A  6.4  52
2024 01 30 10 26  0.6  0.2 10.5  0.6  7.7  NE  NE        N/A  6.2  49
2024 01 30 09 56  0.7  0.2 13.3  0.6  7.7 NNE  NE        N/A  6.4  47
2024 01 30 09 26  0.7  0.2 12.5  0.6  7.7 NNE  NE        N/A  6.2  49
2024 01 30 08 56  0.6  0.2 12.5  0.6  7.7 NNE  NE        N/A  6.4  50
2024 01 30 08 26  0.7  0.2 11.8  0.6  8.3  NE  NE        N/A  6.4  50
2024 01 30 07 56  0.7  0.2 13.3  0.6  7.7 NNE  NE        N/A  6.2  45
2024 01 30 07 26  0.7  0.2 10.5  0.6  9.9  NE  NE        N/A  6.3  38
2024 01 30 06 56  0.7  0.2 11.1  0.6  7.7 NNE  NE        N/A  6.2  46
2024 01 30 06 26  0.7  0.2 10.5  0.7  9.1  NE  NE        N/A  6.5  38
2024 01 30 05 56  0.7  0.2 10.5  0.6  7.7 NNE  NE        N/A  6.3  49
2024 01 30 05 26  0.7  0.2 11.8  0.7  9.1  NE  NE        N/A  6.2  39
2024 01 30 04 56  0.7  0.2 13.3  0.6  8.3 NNE  NE        N/A  6.1  40
2024 01 30 04 26  0.7  0.2 11.1  0.7  7.7 NNE  NE        N/A  6.1  42
2024 01 30 03 56  0.7  0.2 10.5  0.7  7.7  NE  NE        N/A  6.0  45
2024 01 30 03 26  0.7  0.2 11.1  0.7  8.3 NNE  NE        N/A  6.2  40
2024 01 30 02 56  0.8  0.3 10.5  0.7  7.7  NE  NE        N/A  6.2  49
2024 01 30 02 26  0.7  0.2 10.5  0.7  9.1  NE  NE        N/A  6.1  36
2024 01 30 01 56  0.8  0.2 13.3  0.8  8.3 NNE  NE    AVERAGE  6.0  43
2024 01 30 01 26  0.8  0.2 11.8  0.8  8.3 NNE  NE        N/A  5.7  47
2024 01 30 00 56  0.8  0.2 10.5  0.8  7.7 NNE  NE    AVERAGE  5.8  49
2024 01 30 00 26  0.9  0.2 12.5  0.9  8.3 NNE  NE    AVERAGE  5.8  50
2024 01 29 23 56  0.9  0.3 11.1  0.9  7.7  NE  NE    AVERAGE  5.5  50
2024 01 29 23 26  0.9  0.2 10.5  0.8  6.7  NE  NE    AVERAGE  5.4  55
2024 01 29 22 56  0.9  0.3 11.1  0.9  7.1  NE  NE    AVERAGE  5.6  52
2024 01 29 22 26  0.8  0.2 10.5  0.8  6.2  NE  NE      STEEP  5.8  52
2024 01 29 21 56  0.8  0.2 12.5  0.8  8.3 NNE  NE    AVERAGE  6.0  43
2024 01 29 21 26  0.9  0.3 10.5  0.8  9.1 NNE  NE    AVERAGE  5.9  39
2024 01 29 20 56  0.8  0.2 10.5  0.8  6.2 NNE  NE    AVERAGE  5.8  47
2024 01 29 20 26  0.8  0.3 11.8  0.8  8.3  NE  NE    AVERAGE  6.0  36
2024 01 29 19 56  0.8  0.2 10.5  0.8  7.7  NE  NE    AVERAGE  6.0  43
2024 01 29 19 26  0.8  0.3 10.5  0.8  7.7 NNE  NE    AVERAGE  6.1  47
2024 01 29 18 56  0.8  0.3 11.8  0.8  7.1  NE  NE    AVERAGE  6.0  49
2024 01 29 18 26  0.8  0.3 12.5  0.8  8.3 NNE  NE    AVERAGE  6.1  49
2024 01 29 17 56  0.8  0.3 10.5  0.8  7.7 NNE  NE    AVERAGE  6.1  46
2024 01 29 17 26  0.9  0.3 12.5  0.8  7.7 NNE  NE    AVERAGE  6.2  45
2024 01 29 16 56  0.8  0.3 10.5  0.7  8.3  NE  NE        N/A  6.2  49
2024 01 29 16 26  0.9  0.3 10.5  0.8  9.1  NE  NE    AVERAGE  6.3  36
2024 01 29 15 56  0.9  0.3 11.8  0.8  6.7  NE  NE    AVERAGE  6.4  50
2024 01 29 15 26  0.8  0.3 10.5  0.8  6.2  NE  NE      STEEP  6.2  50
2024 01 29 14 56  0.9  0.3 10.5  0.9  6.7  NE  NE    AVERAGE  6.4  49
2024 01 29 14 26  0.9  0.3 12.5  0.8  7.1 NNE  NE    AVERAGE  6.3  46
2024 01 29 13 56  0.9  0.3 11.1  0.9  9.9 NNE NNE    AVERAGE  6.5  22
2024 01 29 13 26  0.9  0.3 11.1  0.9  8.3 NNE  NE    AVERAGE  6.2  40
2024 01 29 12 56  0.9  0.4 10.5  0.9  9.9 NNE NNE    AVERAGE  6.5  32
2024 01 29 12 26  0.9  0.4 10.5  0.9  9.9 NNE  NE    AVERAGE  6.3  36
2024 01 29 11 56  1.0  0.4 10.5  0.9  9.9  NE  NE    AVERAGE  6.4  35
2024 01 29 11 26  1.0  0.3 11.8  0.9  5.6 NNE  NE      STEEP  6.0  53
2024 01 29 10 56  1.0  0.3 10.5  0.9  7.7  NE  NE    AVERAGE  6.0  43
2024 01 29 10 26  1.0  0.4 10.5  1.0  6.7  NE  NE    AVERAGE  5.9  52
2024 01 29 09 56  1.0  0.3 11.1  1.0  5.9 NNE  NE      STEEP  6.0  56
2024 01 29 09 26  1.0  0.4 11.1  1.0  6.2 NNE  NE      STEEP  5.9  56
2024 01 29 08 56  1.1  0.4 10.5  1.0  9.9 NNE  NE    AVERAGE  6.1  38
2024 01 29 08 26  1.1  0.4 10.5  1.0  9.9 NNE  NE    AVERAGE  6.1  35
2024 01 29 07 56  1.1  0.4 12.5  1.0  6.2 NNE  NE      STEEP  5.9  49
2024 01 29 07 26  1.1  0.3 11.1  1.1  5.9 NNE  NE      STEEP  5.8  56
2024 01 29 06 56  1.1  0.3 10.5  1.1  6.7 NNE  NE      STEEP  5.9  53
2024 01 29 06 26  1.2  0.3 10.5  1.1  5.9  NE  NE      STEEP  5.9  52
2024 01 29 05 56  1.1  0.3 11.1  1.1  6.2  NE  NE      STEEP  6.0  50
2024 01 29 05 26  1.1  0.4 10.5  1.1  6.7  NE  NE      STEEP  5.9  49
2024 01 29 04 56  1.1  0.4 11.1  1.1  6.2 NNE  NE      STEEP  5.9  52
2024 01 29 04 26  1.2  0.4 11.1  1.1  5.9  NE  NE      STEEP  5.9  56
2024 01 29 03 56  1.1  0.4 12.5  1.1  8.3 NNE NNE    AVERAGE  5.8  33
2024 01 29 03 26  1.2  0.3 10.5  1.1  5.6 NNE  NE VERY_STEEP  5.7  49
2024 01 29 02 56  1.2  0.4 10.5  1.2  7.1 NNE  NE    AVERAGE  5.8  52
2024 01 29 02 26  1.2  0.3 10.5  1.2  6.2  NE  NE      STEEP  5.5  49
2024 01 29 01 56  1.3  0.4 10.5  1.2  8.3 NNE  NE    AVERAGE  5.6  45
2024 01 29 01 26  1.3  0.4 10.5  1.3  5.9 NNE  NE      STEEP  5.6  45
2024 01 29 00 56  1.3  0.4 10.5  1.2  5.9 NNE  NE      STEEP  5.5  52
2024 01 29 00 26  1.3  0.4 11.1  1.2  9.9  NE  NE    AVERAGE  5.7  36
2024 01 28 23 56  1.3  0.4 10.5  1.2  6.2  NE  NE      STEEP  5.5  46
2024 01 28 23 26  1.3  0.4 11.1  1.3  8.3 NNE  NE    AVERAGE  5.4  45
2024 01 28 22 56  1.3  0.4 11.1  1.3  7.7 NNE  NE    AVERAGE  5.4  52
2024 01 28 22 26  1.2  0.4 10.5  1.1  7.7  NE  NE    AVERAGE  5.2  52
2024 01 28 21 56  1.3  0.4 10.5  1.2  6.7 NNE  NE      STEEP  5.1  55
2024 01 28 21 26  1.2  0.4 10.5  1.1  6.7 NNE  NE    AVERAGE  5.0  32
2024 01 28 20 56  1.2  0.4 10.5  1.2  9.9  NE NNE    AVERAGE  5.1  29
2024 01 28 20 26  1.2  0.4 10.5  1.1  7.7  NE  NE    AVERAGE  5.2  47
2024 01 28 19 56  1.2  0.3 10.5  1.1  9.1  NE  NE    AVERAGE  5.2  42
2024 01 28 19 26  1.2  0.4 10.5  1.1  9.9  NE NNE    AVERAGE  5.2  32
2024 01 28 18 56  1.1  0.4 10.5  1.1  9.9 NNE  NE    AVERAGE  5.2  38
2024 01 28 18 26  1.2  0.3 11.1  1.2  9.9  NE NNE    AVERAGE  5.5  29
2024 01 28 17 56  1.2  0.4 10.5  1.1  7.7  NE  NE    AVERAGE  5.4  46
2024 01 28 17 26  1.2  0.4 10.5  1.2  5.9  NE  NE      STEEP  5.4  50
2024 01 28 16 56  1.2  0.4 11.1  1.2  5.9  NE ENE      STEEP  5.6  57
2024 01 28 16 26  1.2  0.4 11.1  1.1  9.9  NE NNE    AVERAGE  5.6  31
2024 01 28 15 56  1.2  0.4 10.5  1.2  6.2  NE  NE      STEEP  5.8  46
2024 01 28 15 26  1.2  0.4 11.1  1.2  6.7 NNE  NE      STEEP  5.9  47
2024 01 28 14 56  1.2  0.4 11.1  1.2  8.3  NE  NE    AVERAGE  6.0  43
2024 01 28 14 26  1.2  0.4 10.5  1.2  5.9  NE  NE      STEEP  6.0  47
2024 01 28 13 56  1.2  0.4 11.1  1.2  9.1 NNE  NE    AVERAGE  6.1  45
2024 01 28 13 26  1.2  0.4 10.5  1.1  6.2 NNE  NE      STEEP  5.9  49
2024 01 28 12 56  1.2  0.4 11.1  1.1  6.7  NE  NE      STEEP  5.9  47
2024 01 28 12 26  1.2  0.4 11.8  1.2  8.3 NNE  NE    AVERAGE  5.9  36
2024 01 28 11 56  1.2  0.4 10.5  1.2  6.7  NE  NE      STEEP  5.8  46
2024 01 28 11 26  1.3  0.4 11.8  1.2  5.9 NNE  NE      STEEP  5.8  50
2024 01 28 10 56  1.3  0.4 10.5  1.2  9.9  NE  NE    AVERAGE  5.8  42
2024 01 28 10 26  1.3  0.5 11.8  1.2  6.2 NNE  NE      STEEP  6.1  53
2024 01 28 09 56  1.3  0.4 11.1  1.2  6.7 NNE  NE      STEEP  5.9  50
2024 01 28 09 26  1.3  0.4 10.5  1.3  6.7 NNE  NE      STEEP  5.8  49
2024 01 28 08 56  1.3  0.4 11.1  1.2  6.2 NNE  NE      STEEP  5.8  49
2024 01 28 08 26  1.3  0.5 11.8  1.2  6.7 NNE  NE      STEEP  5.8  40
2024 01 28 07 56  1.4  0.4 11.8  1.3  6.2 NNE  NE      STEEP  5.9  52
2024 01 28 07 26  1.5  0.4 11.8  1.4  7.1 NNE  NE      STEEP  6.0  46
2024 01 28 06 56  1.4  0.5 11.8  1.3  6.7 NNE  NE      STEEP  5.9  49
2024 01 28 06 26  1.4  0.5 11.8  1.3  7.1 NNE  NE      STEEP  6.0  46
2024 01 28 05 56  1.5  0.5 12.5  1.4  6.2 NNE ENE      STEEP  6.0  60
2024 01 28 05 26  1.4  0.4 11.1  1.4  7.1 NNE  NE      STEEP  5.8  43
2024 01 28 04 56  1.5  0.5 11.1  1.4  6.7  NE  NE      STEEP  6.0  47
2024 01 28 04 26  1.5  0.4 11.1  1.4  6.7 NNE  NE      STEEP  6.0  46
2024 01 28 03 56  1.6  0.5 11.1  1.5  7.1 NNE  NE      STEEP  6.1  47
2024 01 28 03 26  1.4  0.4 11.8  1.4  6.7 NNE  NE      STEEP  5.8  53
2024 01 28 02 56  1.5  0.4 11.8  1.5  7.1 NNE  NE      STEEP  6.0  46
2024 01 28 02 26  1.6  0.4 11.8  1.5  7.7 NNE  NE    AVERAGE  6.0  46
2024 01 28 01 56  1.5  0.4 11.8  1.4  7.1 NNE  NE      STEEP  5.8  52
2024 01 28 01 26  1.6  0.4 11.8  1.5  7.1 NNE  NE      STEEP  5.9  45
2024 01 28 00 56  1.6  0.4 11.1  1.5  8.3 NNE  NE    AVERAGE  5.7  39
2024 01 28 00 26  1.6  0.4 10.5  1.5  6.7  NE  NE      STEEP  5.6  47
2024 01 27 23 56  1.5  0.4 10.5  1.5  7.1 NNE  NE      STEEP  5.7  47
2024 01 27 23 26  1.6  0.4 11.1  1.6  7.1  NE  NE      STEEP  5.8  49
2024 01 27 22 56  1.6  0.4 10.5  1.5  6.7 NNE  NE      STEEP  5.4  49
2024 01 27 22 26  1.6  0.4 11.1  1.5  6.2 NNE  NE      STEEP  5.5  56
2024 01 27 21 56  1.6  0.4 10.5  1.6  7.1  NE  NE      STEEP  5.6  53
2024 01 27 21 26  1.5  0.5 12.5  1.4  7.1 NNE  NE      STEEP  5.7  42
2024 01 27 20 56  1.4  0.5 11.1  1.4  7.7  NE  NE    AVERAGE  5.8  46
2024 01 27 20 26  1.4  0.5 11.8  1.4  9.9 NNE  NE    AVERAGE  6.1  36
2024 01 27 19 56  1.4  0.4 11.8  1.3  9.1  NE  NE    AVERAGE  6.1  39
2024 01 27 19 26  1.5  0.4 10.5  1.5  7.1  NE  NE      STEEP  6.2  52
2024 01 27 18 56  1.4  0.4 11.1  1.4  8.3 NNE  NE    AVERAGE  6.0  47
2024 01 27 18 26  1.5  0.4 11.8  1.4  7.1  NE  NE      STEEP  5.7  49
2024 01 27 17 56  1.6  0.4 11.1  1.5  7.7 NNE  NE    AVERAGE  6.1  55
2024 01 27 17 26  1.7  0.5 12.5  1.6  9.1 NNE  NE    AVERAGE  6.1  42
2024 01 27 16 56  1.6  0.5 13.3  1.6  6.2 NNE  NE      STEEP  5.8  55
2024 01 27 16 26  1.6  0.5 10.5  1.6  6.7  NE  NE      STEEP  5.6  46
2024 01 27 15 56  1.6  0.5 13.3  1.5  8.3 NNE  NE    AVERAGE  5.7  45
2024 01 27 15 26  1.6  0.5 11.8  1.5  7.1 NNE  NE      STEEP  6.0  47
2024 01 27 14 56  1.5  0.4 10.5  1.5  8.3 NNE  NE    AVERAGE  6.0  42
2024 01 27 14 26  1.6  0.5 12.5  1.5  7.1 NNE  NE      STEEP  6.1  46
2024 01 27 13 56  1.7  0.5 11.1  1.6  7.7 NNE  NE    AVERAGE  6.2  40
2024 01 27 13 26  1.6  0.4 11.8  1.5  7.1 NNE  NE      STEEP  6.2  50
2024 01 27 12 56  1.6  0.4 11.8  1.6  7.1 NNE  NE      STEEP  6.2  52
2024 01 27 12 26  1.6  0.5 11.8  1.6  7.7 NNE  NE    AVERAGE  6.2  50
2024 01 27 11 56  1.6  0.5 11.1  1.6  7.7 NNE  NE    AVERAGE  6.3  47
2024 01 27 11 26  1.6  0.5 12.5  1.6  8.3 NNE  NE    AVERAGE  5.9  39
2024 01 27 10 56  1.6  0.4 12.5  1.6  7.7 NNE  NE    AVERAGE  6.0  45
2024 01 27 10 26  1.7  0.5 10.5  1.6  9.1  NE  NE    AVERAGE  6.2  43
2024 01 27 09 56  1.7  0.4 10.5  1.7  6.2  NE  NE VERY_STEEP  6.2  52
2024 01 27 09 26  1.8  0.4 12.5  1.7  7.1  NE  NE      STEEP  6.2  43
2024 01 27 08 56  1.7  0.4 11.8  1.7  8.3 NNE  NE    AVERAGE  6.1  42
2024 01 27 08 26  1.8  0.5 12.5  1.8  7.1 NNE  NE      STEEP  6.3  42
2024 01 27 07 56  1.7  0.4 12.5  1.7  7.1 NNE  NE      STEEP  6.1  47
2024 01 27 07 26  1.7  0.5 11.8  1.7  7.1 NNE  NE      STEEP  6.1  47
2024 01 27 06 56  1.8  0.4 12.5  1.7  6.7 NNE  NE      STEEP  6.1  49
2024 01 27 06 26  1.8  0.4 11.8  1.8  7.1 NNE  NE      STEEP  6.1  45
2024 01 27 05 56  1.8  0.4 11.8  1.7  7.7 NNE  NE      STEEP  6.0  47
2024 01 27 05 26  1.6  0.4 11.1  1.5  8.3 NNE  NE    AVERAGE  5.9  40
2024 01 27 04 56  1.8  0.5 12.5  1.8  7.1 NNE  NE      STEEP  6.2  39
2024 01 27 04 26  1.8  0.5 10.5  1.8  7.7  NE  NE      STEEP  6.3  45
2024 01 27 03 56  1.7  0.5 10.5  1.7  8.3 NNE  NE    AVERAGE  6.1  42
2024 01 27 03 26  1.8  0.4 13.3  1.8  7.1  NE  NE      STEEP  6.0  46
2024 01 27 02 56  1.8  0.4 10.5  1.7  9.1  NE  NE    AVERAGE  5.9  39
2024 01 27 02 26  1.8  0.5 10.5  1.8  7.7 NNE  NE      STEEP  6.0  40
2024 01 27 01 56  1.9  0.3 10.5  1.8  8.3  NE  NE    AVERAGE  5.8  43
2024 01 27 01 26  1.9  0.5 11.1  1.8  7.7 NNE  NE      STEEP  6.1  43
2024 01 27 00 56  1.8  0.4 12.5  1.8  7.7 NNE  NE      STEEP  6.2  42
2024 01 27 00 26  1.9  0.5 13.3  1.8  7.1 NNE  NE      STEEP  5.9  52
2024 01 26 23 56  2.0  0.4 10.5  2.0  7.7 NNE  NE      STEEP  6.0  47
2024 01 26 23 26  1.9  0.4 11.1  1.9  7.7  NE  NE      STEEP  6.0  43
2024 01 26 22 56  1.9  0.5 10.5  1.9  7.7  NE  NE      STEEP  6.1  42
2024 01 26 22 26  1.8  0.4 11.8  1.8  6.7 NNE  NE      STEEP  5.8  56
2024 01 26 21 56  1.8  0.4 10.5  1.8  6.7  NE ENE      STEEP  5.8  59
2024 01 26 21 26  1.7  0.5 10.5  1.7  7.7  NE  NE      STEEP  5.8  43
2024 01 26 20 56  1.8  0.5 11.8  1.7  9.1  NE  NE    AVERAGE  6.0  40
2024 01 26 20 26  1.9  0.4 10.5  1.9  7.7  NE  NE      STEEP  5.9  45
2024 01 26 19 56  2.0  0.5 10.5  2.0  7.1  NE  NE      STEEP  5.9  49
2024 01 26 19 26  2.1  0.5 10.5  2.0  7.7  NE  NE      STEEP  5.9  49
2024 01 26 18 56  2.1  0.4 12.5  2.1  7.7 NNE  NE      STEEP  5.8  45
2024 01 26 18 26  2.2  0.5 10.5  2.2  8.3  NE  NE      STEEP  6.0  38
2024 01 26 17 56  1.9  0.5 11.1  1.9  6.7 NNE  NE      STEEP  5.9  56
2024 01 26 17 26  2.0  0.6 10.5  1.9  7.1  NE  NE      STEEP  6.0  46
2024 01 26 16 56  1.8  0.5 10.5  1.8  8.3  NE  NE    AVERAGE  6.0  39
2024 01 26 16 26  1.9  0.4 10.5  1.9  9.1  NE  NE    AVERAGE  6.2  38
2024 01 26 15 56  1.9  0.5 10.5  1.9  7.7  NE  NE      STEEP  6.1  38
2024 01 26 15 26  1.9  0.4 10.5  1.8  9.1  NE  NE    AVERAGE  6.0  43
2024 01 26 14 56  1.9  0.5 10.5  1.9  9.1  NE  NE    AVERAGE  6.2  38
2024 01 26 14 26  1.9  0.5 10.5  1.8  9.1 NNE  NE    AVERAGE  6.4  40
2024 01 26 13 56  1.8  0.5 10.5  1.7  9.1  NE  NE    AVERAGE  6.5  39
2024 01 26 13 26  1.7  0.4 11.1  1.7  9.1 NNE  NE    AVERAGE  6.5  40
2024 01 26 12 56  1.9  0.5 10.5  1.9  9.1  NE  NE    AVERAGE  6.6  39
2024 01 26 12 26  1.7  0.5 10.5  1.7  8.3  NE  NE    AVERAGE  6.4  40
2024 01 26 11 56  1.9  0.5 11.1  1.8  9.1  NE  NE    AVERAGE  6.8  36
2024 01 26 11 26  1.8  0.5 11.1  1.7  9.9 NNE NNE    AVERAGE  6.6  26
2024 01 26 10 56  1.9  0.6 10.5  1.8  8.3  NE  NE    AVERAGE  6.8  35
2024 01 26 10 26  1.8  0.5 10.5  1.8  9.1 NNE  NE    AVERAGE  6.7  43
2024 01 26 09 56  1.8  0.5 10.5  1.8  8.3  NE  NE    AVERAGE  6.7  35
2024 01 26 09 26  1.8  0.6 10.5  1.7  9.1 NNE  NE    AVERAGE  6.5  36
2024 01 26 08 56  1.8  0.5 10.5  1.8  9.1 NNE  NE    AVERAGE  6.5  39
2024 01 26 08 26  2.0  0.6 10.5  1.9  9.1  NE  NE    AVERAGE  6.7  38
2024 01 26 07 56  1.8  0.5 10.5  1.8  9.1 NNE NNE    AVERAGE  6.6  32
2024 01 26 07 26  2.0  0.5 10.5  2.0  9.1 NNE  NE    AVERAGE  6.4  36
2024 01 26 06 56  2.0  0.5 10.5  2.0  9.1 NNE NNE    AVERAGE  6.4  31
2024 01 26 06 26  2.0  0.5 10.5  2.0  9.9 NNE  NE    AVERAGE  6.5  39
2024 01 26 05 56  1.9  0.6 10.5  1.8  9.1 NNE NNE    AVERAGE  6.2  33
2024 01 26 05 26  1.9  0.5 10.5  1.8  9.1 NNE  NE    AVERAGE  6.3  35
2024 01 26 04 56  2.1  0.5 10.5  2.1  9.1 NNE  NE    AVERAGE  6.4  39
2024 01 26 04 26  1.9  0.5 10.5  1.9  8.3 NNE NNE    AVERAGE  6.2  32
2024 01 26 03 56  2.0  0.5 10.5  2.0  8.3  NE  NE    AVERAGE  6.2  38
