 
      0    125    246      1
    1 -0.4918477E+00 -0.1631197E-01 -0.1015333E+00 -0.7998304E+00 -0.2059988E-01 -0.5998724E+00  0.2139297E-02
    1 -0.4900323E+00 -0.3976487E-01 -0.1015333E+00 -0.7961400E+00 -0.8229639E-01 -0.5994903E+00  0.4275634E-02
    1 -0.5243359E+00 -0.6096634E-01 -0.5306667E-01 -0.7961400E+00 -0.8229616E-01 -0.5994903E+00  0.5295456E-02
    1 -0.4832112E+00 -0.9006160E-01 -0.1015333E+00 -0.7834587E+00 -0.1637192E+00 -0.5994903E+00  0.4275645E-02
    1 -0.5151531E+00 -0.1146779E+00 -0.5306667E-01 -0.7834586E+00 -0.1637192E+00 -0.5994903E+00  0.5295456E-02
    1 -0.4712548E+00 -0.1393904E+00 -0.1015333E+00 -0.7624719E+00 -0.2434094E+00 -0.5994903E+00  0.4275643E-02
    1 -0.5004963E+00 -0.1671605E+00 -0.5306667E-01 -0.7624720E+00 -0.2434084E+00 -0.5994905E+00  0.5295454E-02
    1 -0.4542896E+00 -0.1872284E+00 -0.1015333E+00 -0.7334040E+00 -0.3205148E+00 -0.5994906E+00  0.4275647E-02
    1 -0.4805208E+00 -0.2178580E+00 -0.5306667E-01 -0.7334036E+00 -0.3205164E+00 -0.5994902E+00  0.5295456E-02
    1 -0.4324957E+00 -0.2330686E+00 -0.1015333E+00 -0.6965607E+00 -0.3942269E+00 -0.5994901E+00  0.4275640E-02
    1 -0.4554384E+00 -0.2662328E+00 -0.5306667E-01 -0.6965610E+00 -0.3942260E+00 -0.5994903E+00  0.5295459E-02
    1 -0.4061039E+00 -0.2764248E+00 -0.1015333E+00 -0.6523337E+00 -0.4637585E+00 -0.5994903E+00  0.4275639E-02
    1 -0.4255151E+00 -0.3117723E+00 -0.5306667E-01 -0.6523338E+00 -0.4637585E+00 -0.5994904E+00  0.5295457E-02
    1 -0.3753940E+00 -0.3168376E+00 -0.1015333E+00 -0.6011932E+00 -0.5283731E+00 -0.5994904E+00  0.4275648E-02
    1 -0.3910679E+00 -0.3539937E+00 -0.5306667E-01 -0.6011931E+00 -0.5283732E+00 -0.5994903E+00  0.5295454E-02
    1 -0.3406917E+00 -0.3538787E+00 -0.1015333E+00 -0.5436773E+00 -0.5873895E+00 -0.5994903E+00  0.4275639E-02
    1 -0.3524621E+00 -0.3924494E+00 -0.5306667E-01 -0.5436779E+00 -0.5873886E+00 -0.5994906E+00  0.5295456E-02
    1 -0.3023647E+00 -0.3871552E+00 -0.1015333E+00 -0.4804005E+00 -0.6401768E+00 -0.5994906E+00  0.4275646E-02
    1 -0.3101068E+00 -0.4267318E+00 -0.5306667E-01 -0.4804002E+00 -0.6401772E+00 -0.5994905E+00  0.5295457E-02
    1 -0.2608193E+00 -0.4163145E+00 -0.1015333E+00 -0.4120302E+00 -0.6861795E+00 -0.5994905E+00  0.4275644E-02
    1 -0.2644510E+00 -0.4564774E+00 -0.5306667E-01 -0.4120307E+00 -0.6861791E+00 -0.5994906E+00  0.5295456E-02
    1 -0.2164959E+00 -0.4410476E+00 -0.1015333E+00 -0.3392941E+00 -0.7249072E+00 -0.5994906E+00  0.4275638E-02
    1 -0.2159788E+00 -0.4813710E+00 -0.5306667E-01 -0.3392933E+00 -0.7249079E+00 -0.5994904E+00  0.5295460E-02
    1 -0.1698643E+00 -0.4610922E+00 -0.1015333E+00 -0.2629591E+00 -0.7559522E+00 -0.5994903E+00  0.4275647E-02
    1 -0.1652039E+00 -0.5011488E+00 -0.5306667E-01 -0.2629592E+00 -0.7559522E+00 -0.5994904E+00  0.5295454E-02
    1 -0.1214189E+00 -0.4762359E+00 -0.1015333E+00 -0.1838377E+00 -0.7789834E+00 -0.5994904E+00  0.4275644E-02
    1 -0.1126645E+00 -0.5156009E+00 -0.5306667E-01 -0.1838387E+00 -0.7789829E+00 -0.5994906E+00  0.5295456E-02
    1 -0.7167314E-01 -0.4863181E+00 -0.1015333E+00 -0.1027680E+00 -0.7937567E+00 -0.5994906E+00  0.4275640E-02
