           6
 -1.7110745E-03 -3.4040031E-03 -4.2159241E-03 -3.3497908E-03 -4.1487706E-03
 -3.2600572E-03 -4.0376354E-03 -3.1357761E-03 -3.8837062E-03 -2.9782427E-03
 -3.6886099E-03 -2.7891437E-03 -3.4544058E-03 -2.5704906E-03 -3.1835902E-03
 -2.3245676E-03 -2.8790229E-03 -2.0540226E-03 -2.5439386E-03 -1.7616944E-03
 -2.1818907E-03 -1.4506988E-03 -1.7967138E-03 -1.1243201E-03 -1.3924880E-03
 -7.8602479E-04 -9.7350974E-04 -4.3939883E-04 -5.4420083E-04 -8.8112465E-05
 -1.0912876E-04  2.6410341E-04  3.2710031E-04  6.1352213E-04  7.5986283E-04
  9.5644098E-04  1.1845654E-03  1.2892201E-03  1.5967188E-03  1.6083341E-03
  1.9919444E-03  1.9103882E-03  2.3660562E-03  2.1922037E-03  2.7150761E-03
  2.4507823E-03  3.0353344E-03  2.6833720E-03  3.3234006E-03  2.8875205E-03
  3.5762505E-03  3.0610696E-03  3.7911814E-03  3.2021583E-03  3.9659305E-03
  3.3093116E-03  4.0986375E-03  3.3813862E-03  4.1878982E-03  3.4176051E-03
  4.2327684E-03  3.4176123E-03  4.2327689E-03  3.3813789E-03  4.1878978E-03
  3.3093116E-03  4.0986449E-03  3.2021659E-03  3.9659231E-03  3.0610620E-03
  3.7911879E-03  2.8875291E-03  3.5762442E-03  2.6833699E-03  3.3234095E-03
  2.4507758E-03  3.0353258E-03  2.1922037E-03  2.7150826E-03  1.9103945E-03
  2.3660215E-03  1.6083276E-03  1.9919812E-03  1.2892201E-03  1.5967102E-03
  9.5647783E-04  1.1845740E-03  6.1351346E-04  7.5985846E-04  2.6404706E-04
  3.2707863E-04 -8.8112465E-05 -1.0912443E-04 -4.3939883E-04 -5.4415752E-04
 -7.8595971E-04 -9.7352709E-04 -1.1243569E-03 -1.3924967E-03 -1.4506924E-03
 -1.7967074E-03 -1.7616946E-03 -2.1818711E-03 -2.0540226E-03 -2.5439907E-03
 -2.3245739E-03 -2.8790010E-03 -2.5704841E-03 -3.1835902E-03 -2.7891500E-03
 -3.4544058E-03 -2.9782427E-03 -3.6886013E-03 -3.1357685E-03 -3.8837071E-03
 -3.2600577E-03 -4.0376419E-03 -3.3497908E-03 -4.1487641E-03 -3.4040101E-03
 -4.2159241E-03 -1.7110744E-03 -4.2383880E-03  0.0000000E+00  0.0000000E+00
