Time	 FairTen1	 
57.59	 18805.8	 
57.6	 18805.7	 
57.61	 18805.6	 
57.62	 18805.5	 
57.63	 18805.4	 
57.64	 18805.3	 
57.65	 18805.2	 
57.66	 18805.1	 
57.67	 18804.9	 
57.68	 18804.8	 
57.69	 18804.7	 
57.7	 18804.6	 
57.71	 18804.5	 
57.72	 18804.4	 
57.73	 18804.3	 
57.74	 18804.1	 
57.75	 18804	 
57.76	 18803.9	 
57.77	 18803.8	 
57.78	 18803.7	 
57.79	 18803.5	 
57.8	 18803.4	 
57.81	 18803.3	 
57.82	 18803.2	 
57.83	 18803	 
57.84	 18802.9	 
57.85	 18802.8	 
57.86	 18802.7	 
57.87	 18802.5	 
57.88	 18802.4	 
57.89	 18802.3	 
57.9	 18802.2	 
57.91	 18802	 
57.92	 18801.9	 
57.93	 18801.8	 
57.94	 18801.6	 
57.95	 18801.5	 
57.96	 18801.4	 
57.97	 18801.3	 
57.98	 18801.1	 
57.99	 18801	 
58	 18800.9	 
58.01	 18800.7	 
58.02	 18800.6	 
58.03	 18800.4	 
58.04	 18800.3	 
58.05	 18800.2	 
58.06	 18800	 
58.07	 18799.9	 
58.08	 18799.8	 
58.09	 18799.6	 
58.1	 18799.5	 
58.11	 18799.3	 
58.12	 18799.2	 
58.13	 18799.1	 
58.14	 18798.9	 
58.15	 18798.8	 
58.16	 18798.6	 
58.17	 18798.5	 
58.18	 18798.3	 
58.19	 18798.2	 
58.2	 18798	 
58.21	 18797.9	 
58.22	 18797.7	 
58.23	 18797.6	 
58.24	 18797.4	 
58.25	 18797.3	 
58.26	 18797.1	 
58.27	 18797	 
58.28	 18796.8	 
58.29	 18796.7	 
58.3	 18796.5	 
58.31	 18796.4	 
58.32	 18796.2	 
58.33	 18796.1	 
58.34	 18795.9	 
58.35	 18795.7	 
58.36	 18795.6	 
58.37	 18795.4	 
58.38	 18795.3	 
58.39	 18795.1	 
58.4	 18794.9	 
58.41	 18794.8	 
58.42	 18794.6	 
58.43	 18794.4	 
58.44	 18794.3	 
58.45	 18794.1	 
58.46	 18793.9	 
58.47	 18793.8	 
58.48	 18793.6	 
58.49	 18793.4	 
58.5	 18793.3	 
58.51	 18793.1	 
58.52	 18792.9	 
58.53	 18792.8	 
58.54	 18792.6	 
58.55	 18792.4	 
58.56	 18792.2	 
58.57	 18792.1	 
58.58	 18791.9	 
58.59	 18791.7	 
58.6	 18791.5	 
58.61	 18791.4	 
58.62	 18791.2	 
58.63	 18791	 
58.64	 18790.8	 
58.65	 18790.6	 
58.66	 18790.5	 
58.67	 18790.3	 
58.68	 18790.1	 
58.69	 18789.9	 
58.7	 18789.7	 
58.71	 18789.5	 
58.72	 18789.3	 
58.73	 18789.2	 
58.74	 18789	 
58.75	 18788.8	 
58.76	 18788.6	 
58.77	 18788.4	 
58.78	 18788.2	 
58.79	 18788	 
58.8	 18787.8	 
58.81	 18787.6	 
58.82	 18787.4	 
58.83	 18787.2	 
58.84	 18787	 
58.85	 18786.8	 
58.86	 18786.6	 
58.87	 18786.4	 
58.88	 18786.2	 
58.89	 18786	 
58.9	 18785.8	 
58.91	 18785.6	 
58.92	 18785.4	 
58.93	 18785.2	 
58.94	 18785	 
58.95	 18784.8	 
58.96	 18784.5	 
58.97	 18784.3	 
58.98	 18784.1	 
58.99	 18783.9	 
59	 18783.7	 
59.01	 18783.5	 
59.02	 18783.3	 
59.03	 18783	 
59.04	 18782.8	 
59.05	 18782.6	 
59.06	 18782.4	 
59.07	 18782.2	 
59.08	 18781.9	 
59.09	 18781.7	 
59.1	 18781.5	 
59.11	 18781.3	 
59.12	 18781	 
59.13	 18780.8	 
59.14	 18780.6	 
59.15	 18780.3	 
59.16	 18780.1	 
59.17	 18779.9	 
59.18	 18779.7	 
59.19	 18779.4	 
59.2	 18779.2	 
59.21	 18778.9	 
59.22	 18778.7	 
59.23	 18778.5	 
59.24	 18778.2	 
59.25	 18778	 
59.26	 18777.8	 
59.27	 18777.5	 
59.28	 18777.3	 
59.29	 18777	 
59.3	 18776.8	 
59.31	 18776.5	 
59.32	 18776.3	 
59.33	 18776	 
59.34	 18775.8	 
59.35	 18775.5	 
59.36	 18775.3	 
59.37	 18775	 
59.38	 18774.8	 
59.39	 18774.5	 
59.4	 18774.3	 
59.41	 18774	 
59.42	 18773.7	 
59.43	 18773.5	 
59.44	 18773.2	 
59.45	 18773	 
59.46	 18772.7	 
59.47	 18772.4	 
59.48	 18772.2	 
59.49	 18771.9	 
59.5	 18771.6	 
59.51	 18771.4	 
59.52	 18771.1	 
59.53	 18770.8	 
59.54	 18770.6	 
59.55	 18770.3	 
59.56	 18770	 
59.57	 18769.7	 
59.58	 18769.5	 
59.59	 18769.2	 
59.6	 18768.9	 
59.61	 18768.6	 
59.62	 18768.3	 
59.63	 18768	 
59.64	 18767.8	 
59.65	 18767.5	 
59.66	 18767.2	 
59.67	 18766.9	 
59.68	 18766.6	 
59.69	 18766.3	 
59.7	 18766	 
59.71	 18765.7	 
59.72	 18765.4	 
59.73	 18765.1	 
59.74	 18764.9	 
59.75	 18764.6	 
59.76	 18764.3	 
59.77	 18764	 
59.78	 18763.7	 
59.79	 18763.4	 
59.8	 18763	 
59.81	 18762.7	 
59.82	 18762.4	 
59.83	 18762.1	 
59.84	 18761.8	 
59.85	 18761.5	 
59.86	 18761.2	 
59.87	 18760.9	 
59.88	 18760.6	 
59.89	 18760.3	 
59.9	 18759.9	 
59.91	 18759.6	 
59.92	 18759.3	 
59.93	 18759	 
59.94	 18758.7	 
59.95	 18758.3	 
59.96	 18758	 
59.97	 18757.7	 
59.98	 18757.4	 
59.99	 18757	 
60	 18756.7	 
60.01	 18756.4	 
60.02	 18756.1	 
60.03	 18755.7	 
60.04	 18755.4	 
60.05	 18755.1	 
60.06	 18754.7	 
60.07	 18754.4	 
60.08	 18754	 
60.09	 18753.7	 
60.1	 18753.4	 
60.11	 18753	 
60.12	 18752.7	 
60.13	 18752.3	 
60.14	 18752	 
60.15	 18751.6	 
60.16	 18751.3	 
60.17	 18750.9	 
60.18	 18750.6	 
60.19	 18750.2	 
60.2	 18749.9	 
60.21	 18749.5	 
60.22	 18749.2	 
60.23	 18748.8	 
60.24	 18748.4	 
60.25	 18748.1	 
60.26	 18747.7	 
60.27	 18747.4	 
60.28	 18747	 
60.29	 18746.6	 
60.3	 18746.3	 
60.31	 18745.9	 
60.32	 18745.5	 
60.33	 18745.1	 
60.34	 18744.8	 
60.35	 18744.4	 
60.36	 18744	 
60.37	 18743.6	 
60.38	 18743.3	 
60.39	 18742.9	 
60.4	 18742.5	 
60.41	 18742.1	 
60.42	 18741.7	 
60.43	 18741.3	 
60.44	 18741	 
60.45	 18740.6	 
60.46	 18740.2	 
60.47	 18739.8	 
60.48	 18739.4	 
60.49	 18739	 
60.5	 18738.6	 
60.51	 18738.2	 
60.52	 18737.8	 
60.53	 18737.4	 
60.54	 18737	 
60.55	 18736.6	 
60.56	 18736.2	 
60.57	 18735.8	 
60.58	 18735.4	 
60.59	 18735	 
60.6	 18734.6	 
60.61	 18734.1	 
60.62	 18733.7	 
60.63	 18733.3	 
60.64	 18732.9	 
60.65	 18732.5	 
60.66	 18732.1	 
60.67	 18731.6	 
60.68	 18731.2	 
60.69	 18730.8	 
60.7	 18730.4	 
60.71	 18729.9	 
60.72	 18729.5	 
60.73	 18729.1	 
60.74	 18728.7	 
60.75	 18728.2	 
60.76	 18727.8	 
60.77	 18727.4	 
60.78	 18726.9	 
60.79	 18726.5	 
60.8	 18726	 
60.81	 18725.6	 
60.82	 18725.2	 
60.83	 18724.7	 
60.84	 18724.3	 
60.85	 18723.8	 
60.86	 18723.4	 
60.87	 18722.9	 
60.88	 18722.5	 
60.89	 18722	 
60.9	 18721.6	 
60.91	 18721.1	 
60.92	 18720.6	 
60.93	 18720.2	 
60.94	 18719.7	 
60.95	 18719.3	 
60.96	 18718.8	 
60.97	 18718.3	 
60.98	 18717.9	 
60.99	 18717.4	 
61	 18716.9	 
61.01	 18716.5	 
61.02	 18716	 
61.03	 18715.5	 
61.04	 18715	 
61.05	 18714.5	 
61.06	 18714.1	 
61.07	 18713.6	 
61.08	 18713.1	 
61.09	 18712.6	 
61.1	 18712.1	 
61.11	 18711.6	 
61.12	 18711.1	 
61.13	 18710.7	 
61.14	 18710.2	 
61.15	 18709.7	 
61.16	 18709.2	 
61.17	 18708.7	 
61.18	 18708.2	 
61.19	 18707.7	 
61.2	 18707.2	 
61.21	 18706.7	 
61.22	 18706.2	 
61.23	 18705.7	 
61.24	 18705.1	 
61.25	 18704.6	 
61.26	 18704.1	 
61.27	 18703.6	 
61.28	 18703.1	 
61.29	 18702.6	 
61.3	 18702.1	 
61.31	 18701.5	 
61.32	 18701	 
61.33	 18700.5	 
61.34	 18700	 
61.35	 18699.4	 
61.36	 18698.9	 
61.37	 18698.4	 
61.38	 18697.9	 
61.39	 18697.3	 
61.4	 18696.8	 
61.41	 18696.3	 
61.42	 18695.7	 
61.43	 18695.2	 
61.44	 18694.6	 
61.45	 18694.1	 
61.46	 18693.5	 
61.47	 18693	 
61.48	 18692.5	 
61.49	 18691.9	 
61.5	 18691.4	 
61.51	 18690.8	 
61.52	 18690.3	 
61.53	 18689.7	 
61.54	 18689.1	 
61.55	 18688.6	 
61.56	 18688	 
61.57	 18687.5	 
61.58	 18686.9	 
61.59	 18686.3	 
61.6	 18685.8	 
61.61	 18685.2	 
61.62	 18684.6	 
61.63	 18684	 
61.64	 18683.5	 
61.65	 18682.9	 
61.66	 18682.3	 
61.67	 18681.7	 
61.68	 18681.2	 
61.69	 18680.6	 
61.7	 18680	 
61.71	 18679.4	 
61.72	 18678.8	 
61.73	 18678.2	 
61.74	 18677.6	 
61.75	 18677	 
61.76	 18676.4	 
61.77	 18675.8	 
61.78	 18675.3	 
61.79	 18674.7	 
61.8	 18674.1	 
61.81	 18673.4	 
61.82	 18672.8	 
61.83	 18672.2	 
61.84	 18671.6	 
61.85	 18671	 
61.86	 18670.4	 
61.87	 18669.8	 
61.88	 18669.2	 
61.89	 18668.6	 
61.9	 18668	 
61.91	 18667.3	 
61.92	 18666.7	 
61.93	 18666.1	 
61.94	 18665.5	 
61.95	 18664.8	 
61.96	 18664.2	 
61.97	 18663.6	 
61.98	 18663	 
61.99	 18662.3	 
62	 18661.7	 
62.01	 18661.1	 
62.02	 18660.4	 
62.03	 18659.8	 
62.04	 18659.1	 
62.05	 18658.5	 
62.06	 18657.8	 
62.07	 18657.2	 
62.08	 18656.6	 
62.09	 18655.9	 
62.1	 18655.3	 
62.11	 18654.6	 
62.12	 18654	 
62.13	 18653.3	 
62.14	 18652.6	 
62.15	 18652	 
62.16	 18651.3	 
62.17	 18650.7	 
62.18	 18650	 
62.19	 18649.3	 
62.2	 18648.7	 
62.21	 18648	 
62.22	 18647.3	 
62.23	 18646.6	 
62.24	 18646	 
62.25	 18645.3	 
62.26	 18644.6	 
62.27	 18643.9	 
62.28	 18643.3	 
62.29	 18642.6	 
62.3	 18641.9	 
62.31	 18641.2	 
62.32	 18640.5	 
62.33	 18639.8	 
62.34	 18639.1	 
62.35	 18638.5	 
62.36	 18637.8	 
62.37	 18637.1	 
62.38	 18636.4	 
62.39	 18635.7	 
62.4	 18635	 
62.41	 18634.3	 
62.42	 18633.6	 
62.43	 18632.9	 
62.44	 18632.2	 
62.45	 18631.4	 
62.46	 18630.7	 
62.47	 18630	 
62.48	 18629.3	 
62.49	 18628.6	 
62.5	 18627.9	 
62.51	 18627.2	 
62.52	 18626.4	 
62.53	 18625.7	 
62.54	 18625	 
62.55	 18624.3	 
62.56	 18623.5	 
62.57	 18622.8	 
62.58	 18622.1	 
62.59	 18621.4	 
62.6	 18620.6	 
62.61	 18619.9	 
62.62	 18619.2	 
62.63	 18618.4	 
62.64	 18617.7	 
62.65	 18616.9	 
62.66	 18616.2	 
62.67	 18615.5	 
62.68	 18614.7	 
62.69	 18614	 
62.7	 18613.2	 
62.71	 18612.5	 
62.72	 18611.7	 
62.73	 18611	 
62.74	 18610.2	 
62.75	 18609.5	 
62.76	 18608.7	 
62.77	 18607.9	 
62.78	 18607.2	 
62.79	 18606.4	 
62.8	 18605.7	 
62.81	 18604.9	 
62.82	 18604.1	 
62.83	 18603.4	 
62.84	 18602.6	 
62.85	 18601.8	 
62.86	 18601	 
62.87	 18600.3	 
62.88	 18599.5	 
62.89	 18598.7	 
62.9	 18597.9	 
62.91	 18597.1	 
62.92	 18596.4	 
62.93	 18595.6	 
62.94	 18594.8	 
62.95	 18594	 
62.96	 18593.2	 
62.97	 18592.4	 
62.98	 18591.6	 
62.99	 18590.8	 
63	 18590	 
63.01	 18589.2	 
63.02	 18588.4	 
63.03	 18587.6	 
63.04	 18586.8	 
63.05	 18586	 
63.06	 18585.2	 
63.07	 18584.4	 
63.08	 18583.6	 
63.09	 18582.8	 
63.1	 18582	 
63.11	 18581.2	 
63.12	 18580.4	 
63.13	 18579.5	 
63.14	 18578.7	 
63.15	 18577.9	 
63.16	 18577.1	 
63.17	 18576.3	 
63.18	 18575.4	 
63.19	 18574.6	 
63.2	 18573.8	 
63.21	 18572.9	 
63.22	 18572.1	 
63.23	 18571.3	 
63.24	 18570.4	 
63.25	 18569.6	 
63.26	 18568.8	 
63.27	 18567.9	 
63.28	 18567.1	 
63.29	 18566.3	 
63.3	 18565.4	 
63.31	 18564.6	 
63.32	 18563.7	 
63.33	 18562.9	 
63.34	 18562	 
63.35	 18561.2	 
63.36	 18560.3	 
63.37	 18559.5	 
63.38	 18558.6	 
63.39	 18557.7	 
63.4	 18556.9	 
63.41	 18556	 
63.42	 18555.2	 
63.43	 18554.3	 
63.44	 18553.4	 
63.45	 18552.6	 
63.46	 18551.7	 
63.47	 18550.8	 
63.48	 18550	 
63.49	 18549.1	 
63.5	 18548.2	 
63.51	 18547.3	 
63.52	 18546.4	 
63.53	 18545.6	 
63.54	 18544.7	 
63.55	 18543.8	 
63.56	 18542.9	 
63.57	 18542	 
63.58	 18541.2	 
63.59	 18540.3	 
63.6	 18539.4	 
63.61	 18538.5	 
63.62	 18537.6	 
63.63	 18536.7	 
63.64	 18535.8	 
63.65	 18534.9	 
63.66	 18534	 
63.67	 18533.1	 
63.68	 18532.2	 
63.69	 18531.3	 
63.7	 18530.4	 
63.71	 18529.5	 
63.72	 18528.6	 
63.73	 18527.7	 
63.74	 18526.8	 
63.75	 18525.9	 
63.76	 18524.9	 
63.77	 18524	 
63.78	 18523.1	 
63.79	 18522.2	 
63.8	 18521.3	 
63.81	 18520.4	 
63.82	 18519.4	 
63.83	 18518.5	 
63.84	 18517.6	 
63.85	 18516.7	 
63.86	 18515.7	 
63.87	 18514.8	 
63.88	 18513.9	 
63.89	 18513	 
63.9	 18512	 
63.91	 18511.1	 
63.92	 18510.2	 
63.93	 18509.2	 
63.94	 18508.3	 
63.95	 18507.3	 
63.96	 18506.4	 
63.97	 18505.5	 
63.98	 18504.5	 
63.99	 18503.6	 
64	 18502.6	 
64.01	 18501.7	 
64.02	 18500.7	 
64.03	 18499.8	 
64.04	 18498.8	 
64.05	 18497.9	 
64.06	 18496.9	 
64.07	 18496	 
64.08	 18495	 
64.09	 18494	 
64.1	 18493.1	 
64.11	 18492.1	 
64.12	 18491.1	 
64.13	 18490.2	 
64.14	 18489.2	 
64.15	 18488.3	 
64.16	 18487.3	 
64.17	 18486.3	 
64.18	 18485.3	 
64.19	 18484.4	 
64.2	 18483.4	 
64.21	 18482.4	 
64.22	 18481.4	 
64.23	 18480.5	 
64.24	 18479.5	 
64.25	 18478.5	 
64.26	 18477.5	 
64.27	 18476.5	 
64.28	 18475.6	 
64.29	 18474.6	 
64.3	 18473.6	 
64.31	 18472.6	 
64.32	 18471.6	 
64.33	 18470.6	 
64.34	 18469.6	 
64.35	 18468.6	 
64.36	 18467.6	 
64.37	 18466.6	 
64.38	 18465.6	 
64.39	 18464.6	 
64.4	 18463.6	 
64.41	 18462.6	 
64.42	 18461.6	 
64.43	 18460.6	 
64.44	 18459.6	 
64.45	 18458.6	 
64.46	 18457.6	 
64.47	 18456.6	 
64.48	 18455.6	 
64.49	 18454.6	 
64.5	 18453.6	 
64.51	 18452.6	 
64.52	 18451.5	 
64.53	 18450.5	 
64.54	 18449.5	 
64.55	 18448.5	 
64.56	 18447.5	 
64.57	 18446.4	 
64.58	 18445.4	 
64.59	 18444.4	 
64.6	 18443.4	 
64.61	 18442.4	 
64.62	 18441.3	 
64.63	 18440.3	 
64.64	 18439.3	 
64.65	 18438.2	 
64.66	 18437.2	 
64.67	 18436.2	 
64.68	 18435.1	 
64.69	 18434.1	 
64.7	 18433.1	 
64.71	 18432	 
64.72	 18431	 
64.73	 18429.9	 
64.74	 18428.9	 
64.75	 18427.9	 
64.76	 18426.8	 
64.77	 18425.8	 
64.78	 18424.7	 
64.79	 18423.7	 
64.8	 18422.6	 
64.81	 18421.6	 
64.82	 18420.5	 
64.83	 18419.5	 
64.84	 18418.4	 
64.85	 18417.4	 
64.86	 18416.3	 
64.87	 18415.3	 
64.88	 18414.2	 
64.89	 18413.2	 
64.9	 18412.1	 
64.91	 18411	 
64.92	 18410	 
64.93	 18408.9	 
64.94	 18407.9	 
64.95	 18406.8	 
64.96	 18405.7	 
64.97	 18404.7	 
64.98	 18403.6	 
64.99	 18402.5	 
65	 18401.5	 
65.01	 18400.4	 
65.02	 18399.3	 
65.03	 18398.3	 
65.04	 18397.2	 
65.05	 18396.1	 
65.06	 18395	 
65.07	 18394	 
65.08	 18392.9	 
65.09	 18391.8	 
65.1	 18390.7	 
65.11	 18389.6	 
65.12	 18388.6	 
65.13	 18387.5	 
65.14	 18386.4	 
65.15	 18385.3	 
65.16	 18384.2	 
65.17	 18383.1	 
65.18	 18382	 
65.19	 18381	 
65.2	 18379.9	 
65.21	 18378.8	 
65.22	 18377.7	 
65.23	 18376.6	 
65.24	 18375.5	 
65.25	 18374.4	 
65.26	 18373.3	 
65.27	 18372.2	 
65.28	 18371.1	 
65.29	 18370	 
65.3	 18368.9	 
65.31	 18367.8	 
65.32	 18366.7	 
65.33	 18365.6	 
65.34	 18364.5	 
65.35	 18363.4	 
65.36	 18362.3	 
65.37	 18361.2	 
65.38	 18360.1	 
65.39	 18359	 
65.4	 18357.9	 
65.41	 18356.8	 
65.42	 18355.7	 
65.43	 18354.6	 
65.44	 18353.5	 
65.45	 18352.3	 
65.46	 18351.2	 
65.47	 18350.1	 
65.48	 18349	 
65.49	 18347.9	 
65.5	 18346.8	 
65.51	 18345.6	 
65.52	 18344.5	 
65.53	 18343.4	 
65.54	 18342.3	 
65.55	 18341.2	 
65.56	 18340	 
65.57	 18338.9	 
65.58	 18337.8	 
65.59	 18336.7	 
65.6	 18335.6	 
65.61	 18334.4	 
65.62	 18333.3	 
65.63	 18332.2	 
65.64	 18331.1	 
65.65	 18329.9	 
65.66	 18328.8	 
65.67	 18327.7	 
65.68	 18326.5	 
65.69	 18325.4	 
65.7	 18324.3	 
65.71	 18323.1	 
65.72	 18322	 
65.73	 18320.9	 
65.74	 18319.7	 
65.75	 18318.6	 
65.76	 18317.5	 
65.77	 18316.3	 
65.78	 18315.2	 
65.79	 18314.1	 
65.8	 18312.9	 
65.81	 18311.8	 
65.82	 18310.6	 
65.83	 18309.5	 
65.84	 18308.4	 
65.85	 18307.2	 
65.86	 18306.1	 
65.87	 18304.9	 
65.88	 18303.8	 
65.89	 18302.6	 
65.9	 18301.5	 
65.91	 18300.4	 
65.92	 18299.2	 
65.93	 18298.1	 
65.94	 18296.9	 
65.95	 18295.8	 
65.96	 18294.6	 
65.97	 18293.5	 
65.98	 18292.3	 
65.99	 18291.2	 
66	 18290	 
66.01	 18288.9	 
66.02	 18287.7	 
66.03	 18286.6	 
66.04	 18285.4	 
66.05	 18284.3	 
66.06	 18283.1	 
66.07	 18282	 
66.08	 18280.8	 
66.09	 18279.7	 
66.1	 18278.5	 
66.11	 18277.3	 
66.12	 18276.2	 
66.13	 18275	 
66.14	 18273.9	 
66.15	 18272.7	 
66.16	 18271.6	 
66.17	 18270.4	 
66.18	 18269.2	 
66.19	 18268.1	 
66.2	 18266.9	 
66.21	 18265.8	 
66.22	 18264.6	 
66.23	 18263.4	 
66.24	 18262.3	 
66.25	 18261.1	 
66.26	 18260	 
66.27	 18258.8	 
66.28	 18257.6	 
66.29	 18256.5	 
66.3	 18255.3	 
66.31	 18254.1	 
66.32	 18253	 
66.33	 18251.8	 
66.34	 18250.6	 
66.35	 18249.5	 
66.36	 18248.3	 
66.37	 18247.1	 
66.38	 18246	 
66.39	 18244.8	 
66.4	 18243.6	 
66.41	 18242.5	 
66.42	 18241.3	 
66.43	 18240.1	 
66.44	 18239	 
66.45	 18237.8	 
66.46	 18236.6	 
66.47	 18235.5	 
66.48	 18234.3	 
66.49	 18233.1	 
66.5	 18231.9	 
66.51	 18230.8	 
66.52	 18229.6	 
66.53	 18228.4	 
66.54	 18227.3	 
66.55	 18226.1	 
66.56	 18224.9	 
66.57	 18223.7	 
66.58	 18222.6	 
66.59	 18221.4	 
66.6	 18220.2	 
66.61	 18219.1	 
66.62	 18217.9	 
66.63	 18216.7	 
66.64	 18215.5	 
66.65	 18214.4	 
66.66	 18213.2	 
66.67	 18212	 
66.68	 18210.8	 
66.69	 18209.7	 
66.7	 18208.5	 
66.71	 18207.3	 
66.72	 18206.1	 
66.73	 18205	 
66.74	 18203.8	 
66.75	 18202.6	 
66.76	 18201.4	 
66.77	 18200.3	 
66.78	 18199.1	 
66.79	 18197.9	 
66.8	 18196.7	 
66.81	 18195.6	 
66.82	 18194.4	 
66.83	 18193.2	 
66.84	 18192	 
66.85	 18190.9	 
66.86	 18189.7	 
66.87	 18188.5	 
66.88	 18187.3	 
66.89	 18186.2	 
66.9	 18185	 
66.91	 18183.8	 
66.92	 18182.6	 
66.93	 18181.5	 
66.94	 18180.3	 
66.95	 18179.1	 
66.96	 18177.9	 
66.97	 18176.8	 
66.98	 18175.6	 
66.99	 18174.4	 
67	 18173.2	 
67.01	 18172	 
67.02	 18170.9	 
67.03	 18169.7	 
67.04	 18168.5	 
67.05	 18167.4	 
67.06	 18166.2	 
67.07	 18165	 
67.08	 18163.8	 
67.09	 18162.7	 
67.1	 18161.5	 
67.11	 18160.3	 
67.12	 18159.1	 
67.13	 18158	 
67.14	 18156.8	 
67.15	 18155.6	 
67.16	 18154.4	 
67.17	 18153.3	 
67.18	 18152.1	 
67.19	 18150.9	 
67.2	 18149.8	 
67.21	 18148.6	 
67.22	 18147.4	 
67.23	 18146.2	 
67.24	 18145.1	 
67.25	 18143.9	 
67.26	 18142.7	 
67.27	 18141.6	 
67.28	 18140.4	 
67.29	 18139.2	 
67.3	 18138	 
67.31	 18136.9	 
67.32	 18135.7	 
67.33	 18134.5	 
67.34	 18133.4	 
67.35	 18132.2	 
67.36	 18131	 
67.37	 18129.9	 
67.38	 18128.7	 
67.39	 18127.5	 
67.4	 18126.4	 
67.41	 18125.2	 
67.42	 18124	 
67.43	 18122.9	 
67.44	 18121.7	 
67.45	 18120.5	 
67.46	 18119.4	 
67.47	 18118.2	 
67.48	 18117.1	 
67.49	 18115.9	 
67.5	 18114.7	 
67.51	 18113.6	 
67.52	 18112.4	 
67.53	 18111.2	 
67.54	 18110.1	 
67.55	 18108.9	 
67.56	 18107.8	 
67.57	 18106.6	 
67.58	 18105.4	 
67.59	 18104.3	 
67.6	 18103.1	 
67.61	 18102	 
67.62	 18100.8	 
67.63	 18099.7	 
67.64	 18098.5	 
67.65	 18097.3	 
67.66	 18096.2	 
67.67	 18095	 
67.68	 18093.9	 
67.69	 18092.7	 
67.7	 18091.6	 
67.71	 18090.4	 
67.72	 18089.3	 
67.73	 18088.1	 
67.74	 18087	 
67.75	 18085.8	 
67.76	 18084.7	 
67.77	 18083.5	 
67.78	 18082.4	 
67.79	 18081.2	 
67.8	 18080.1	 
67.81	 18078.9	 
67.82	 18077.8	 
67.83	 18076.6	 
67.84	 18075.5	 
67.85	 18074.3	 
67.86	 18073.2	 
67.87	 18072	 
67.88	 18070.9	 
67.89	 18069.7	 
67.9	 18068.6	 
67.91	 18067.5	 
67.92	 18066.3	 
67.93	 18065.2	 
67.94	 18064	 
67.95	 18062.9	 
67.96	 18061.8	 
67.97	 18060.6	 
67.98	 18059.5	 
67.99	 18058.4	 
68	 18057.2	 
68.01	 18056.1	 
68.02	 18055	 
68.03	 18053.8	 
68.04	 18052.7	 
68.05	 18051.6	 
68.06	 18050.4	 
68.07	 18049.3	 
68.08	 18048.2	 
68.09	 18047	 
68.1	 18045.9	 
68.11	 18044.8	 
68.12	 18043.7	 
68.13	 18042.5	 
68.14	 18041.4	 
68.15	 18040.3	 
68.16	 18039.2	 
68.17	 18038	 
68.18	 18036.9	 
68.19	 18035.8	 
68.2	 18034.7	 
68.21	 18033.6	 
68.22	 18032.4	 
68.23	 18031.3	 
68.24	 18030.2	 
68.25	 18029.1	 
68.26	 18028	 
68.27	 18026.9	 
68.28	 18025.8	 
68.29	 18024.6	 
68.3	 18023.5	 
68.31	 18022.4	 
68.32	 18021.3	 
68.33	 18020.2	 
68.34	 18019.1	 
68.35	 18018	 
68.36	 18016.9	 
68.37	 18015.8	 
68.38	 18014.7	 
68.39	 18013.6	 
68.4	 18012.5	 
68.41	 18011.4	 
68.42	 18010.3	 
68.43	 18009.2	 
68.44	 18008.1	 
68.45	 18007	 
68.46	 18005.9	 
68.47	 18004.8	 
68.48	 18003.7	 
68.49	 18002.6	 
68.5	 18001.5	 
68.51	 18000.4	 
68.52	 17999.3	 
68.53	 17998.3	 
68.54	 17997.2	 
68.55	 17996.1	 
68.56	 17995	 
68.57	 17993.9	 
68.58	 17992.8	 
68.59	 17991.7	 
68.6	 17990.7	 
68.61	 17989.6	 
68.62	 17988.5	 
68.63	 17987.4	 
68.64	 17986.4	 
68.65	 17985.3	 
68.66	 17984.2	 
68.67	 17983.1	 
68.68	 17982.1	 
68.69	 17981	 
68.7	 17979.9	 
68.71	 17978.9	 
68.72	 17977.8	 
68.73	 17976.7	 
68.74	 17975.7	 
68.75	 17974.6	 
68.76	 17973.5	 
68.77	 17972.5	 
68.78	 17971.4	 
68.79	 17970.3	 
68.8	 17969.3	 
68.81	 17968.2	 
68.82	 17967.2	 
68.83	 17966.1	 
68.84	 17965.1	 
68.85	 17964	 
68.86	 17963	 
68.87	 17961.9	 
68.88	 17960.9	 
68.89	 17959.8	 
68.9	 17958.8	 
68.91	 17957.7	 
68.92	 17956.7	 
68.93	 17955.6	 
68.94	 17954.6	 
68.95	 17953.6	 
68.96	 17952.5	 
68.97	 17951.5	 
68.98	 17950.5	 
68.99	 17949.4	 
69	 17948.4	 
69.01	 17947.4	 
69.02	 17946.3	 
69.03	 17945.3	 
69.04	 17944.3	 
69.05	 17943.2	 
69.06	 17942.2	 
69.07	 17941.2	 
69.08	 17940.2	 
69.09	 17939.2	 
69.1	 17938.1	 
69.11	 17937.1	 
69.12	 17936.1	 
69.13	 17935.1	 
69.14	 17934.1	 
69.15	 17933.1	 
69.16	 17932	 
69.17	 17931	 
69.18	 17930	 
69.19	 17929	 
69.2	 17928	 
69.21	 17927	 
69.22	 17926	 
69.23	 17925	 
69.24	 17924	 
69.25	 17923	 
69.26	 17922	 
69.27	 17921	 
69.28	 17920	 
69.29	 17919	 
69.3	 17918	 
69.31	 17917	 
69.32	 17916.1	 
69.33	 17915.1	 
69.34	 17914.1	 
69.35	 17913.1	 
69.36	 17912.1	 
69.37	 17911.1	 
69.38	 17910.2	 
69.39	 17909.2	 
69.4	 17908.2	 
69.41	 17907.2	 
69.42	 17906.3	 
69.43	 17905.3	 
69.44	 17904.3	 
69.45	 17903.4	 
69.46	 17902.4	 
69.47	 17901.4	 
69.48	 17900.5	 
