Time	 FairTen1	 
69.49	 17899.5	 
69.5	 17898.5	 
69.51	 17897.6	 
69.52	 17896.6	 
69.53	 17895.7	 
69.54	 17894.7	 
69.55	 17893.8	 
69.56	 17892.8	 
69.57	 17891.9	 
69.58	 17890.9	 
69.59	 17890	 
69.6	 17889	 
69.61	 17888.1	 
69.62	 17887.1	 
69.63	 17886.2	 
69.64	 17885.3	 
69.65	 17884.3	 
69.66	 17883.4	 
69.67	 17882.5	 
69.68	 17881.5	 
69.69	 17880.6	 
69.7	 17879.7	 
69.71	 17878.8	 
69.72	 17877.8	 
69.73	 17876.9	 
69.74	 17876	 
69.75	 17875.1	 
69.76	 17874.1	 
69.77	 17873.2	 
69.78	 17872.3	 
69.79	 17871.4	 
69.8	 17870.5	 
69.81	 17869.6	 
69.82	 17868.7	 
69.83	 17867.8	 
69.84	 17866.9	 
69.85	 17866	 
69.86	 17865.1	 
69.87	 17864.2	 
69.88	 17863.3	 
69.89	 17862.4	 
69.9	 17861.5	 
69.91	 17860.6	 
69.92	 17859.7	 
69.93	 17858.8	 
69.94	 17857.9	 
69.95	 17857	 
69.96	 17856.1	 
69.97	 17855.3	 
69.98	 17854.4	 
69.99	 17853.5	 
70	 17852.6	 
70.01	 17851.7	 
70.02	 17850.9	 
70.03	 17850	 
70.04	 17849.1	 
70.05	 17848.3	 
70.06	 17847.4	 
70.07	 17846.5	 
70.08	 17845.7	 
70.09	 17844.8	 
70.1	 17844	 
70.11	 17843.1	 
70.12	 17842.2	 
70.13	 17841.4	 
70.14	 17840.5	 
70.15	 17839.7	 
70.16	 17838.8	 
70.17	 17838	 
70.18	 17837.2	 
70.19	 17836.3	 
70.2	 17835.5	 
70.21	 17834.6	 
70.22	 17833.8	 
70.23	 17833	 
70.24	 17832.1	 
70.25	 17831.3	 
70.26	 17830.5	 
70.27	 17829.6	 
70.28	 17828.8	 
70.29	 17828	 
70.3	 17827.2	 
70.31	 17826.4	 
70.32	 17825.5	 
70.33	 17824.7	 
70.34	 17823.9	 
70.35	 17823.1	 
70.36	 17822.3	 
70.37	 17821.5	 
70.38	 17820.7	 
70.39	 17819.9	 
70.4	 17819.1	 
70.41	 17818.3	 
70.42	 17817.5	 
70.43	 17816.7	 
70.44	 17815.9	 
70.45	 17815.1	 
70.46	 17814.3	 
70.47	 17813.5	 
70.48	 17812.7	 
70.49	 17811.9	 
70.5	 17811.1	 
70.51	 17810.3	 
70.52	 17809.6	 
70.53	 17808.8	 
70.54	 17808	 
70.55	 17807.2	 
70.56	 17806.5	 
70.57	 17805.7	 
70.58	 17804.9	 
70.59	 17804.2	 
70.6	 17803.4	 
70.61	 17802.6	 
70.62	 17801.9	 
70.63	 17801.1	 
70.64	 17800.4	 
70.65	 17799.6	 
70.66	 17798.9	 
70.67	 17798.1	 
70.68	 17797.4	 
70.69	 17796.6	 
70.7	 17795.9	 
70.71	 17795.1	 
70.72	 17794.4	 
70.73	 17793.6	 
70.74	 17792.9	 
70.75	 17792.2	 
70.76	 17791.4	 
70.77	 17790.7	 
70.78	 17790	 
70.79	 17789.2	 
70.8	 17788.5	 
70.81	 17787.8	 
70.82	 17787.1	 
70.83	 17786.4	 
70.84	 17785.6	 
70.85	 17784.9	 
70.86	 17784.2	 
70.87	 17783.5	 
70.88	 17782.8	 
70.89	 17782.1	 
70.9	 17781.4	 
70.91	 17780.7	 
70.92	 17780	 
70.93	 17779.3	 
70.94	 17778.6	 
70.95	 17777.9	 
70.96	 17777.2	 
70.97	 17776.5	 
70.98	 17775.8	 
70.99	 17775.1	 
71	 17774.5	 
71.01	 17773.8	 
71.02	 17773.1	 
71.03	 17772.4	 
71.04	 17771.7	 
71.05	 17771.1	 
71.06	 17770.4	 
71.07	 17769.7	 
71.08	 17769.1	 
71.09	 17768.4	 
71.1	 17767.7	 
71.11	 17767.1	 
71.12	 17766.4	 
71.13	 17765.8	 
71.14	 17765.1	 
71.15	 17764.5	 
71.16	 17763.8	 
71.17	 17763.2	 
71.18	 17762.5	 
71.19	 17761.9	 
71.2	 17761.2	 
71.21	 17760.6	 
71.22	 17760	 
71.23	 17759.3	 
71.24	 17758.7	 
71.25	 17758.1	 
71.26	 17757.4	 
71.27	 17756.8	 
71.28	 17756.2	 
71.29	 17755.6	 
71.3	 17754.9	 
71.31	 17754.3	 
71.32	 17753.7	 
71.33	 17753.1	 
71.34	 17752.5	 
71.35	 17751.9	 
71.36	 17751.3	 
71.37	 17750.7	 
71.38	 17750.1	 
71.39	 17749.5	 
71.4	 17748.9	 
71.41	 17748.3	 
71.42	 17747.7	 
71.43	 17747.1	 
71.44	 17746.5	 
71.45	 17745.9	 
71.46	 17745.3	 
71.47	 17744.7	 
71.48	 17744.2	 
71.49	 17743.6	 
71.5	 17743	 
71.51	 17742.4	 
71.52	 17741.9	 
71.53	 17741.3	 
71.54	 17740.7	 
71.55	 17740.2	 
71.56	 17739.6	 
71.57	 17739.1	 
71.58	 17738.5	 
71.59	 17737.9	 
71.6	 17737.4	 
71.61	 17736.8	 
71.62	 17736.3	 
71.63	 17735.8	 
71.64	 17735.2	 
71.65	 17734.7	 
71.66	 17734.1	 
71.67	 17733.6	 
71.68	 17733.1	 
71.69	 17732.5	 
71.7	 17732	 
71.71	 17731.5	 
71.72	 17731	 
71.73	 17730.4	 
71.74	 17729.9	 
71.75	 17729.4	 
71.76	 17728.9	 
71.77	 17728.4	 
71.78	 17727.9	 
71.79	 17727.4	 
71.8	 17726.9	 
71.81	 17726.4	 
71.82	 17725.9	 
71.83	 17725.4	 
71.84	 17724.9	 
71.85	 17724.4	 
71.86	 17723.9	 
71.87	 17723.4	 
71.88	 17722.9	 
71.89	 17722.4	 
71.9	 17722	 
71.91	 17721.5	 
71.92	 17721	 
71.93	 17720.5	 
71.94	 17720.1	 
71.95	 17719.6	 
71.96	 17719.1	 
71.97	 17718.7	 
71.98	 17718.2	 
71.99	 17717.8	 
72	 17717.3	 
72.01	 17716.8	 
72.02	 17716.4	 
72.03	 17715.9	 
72.04	 17715.5	 
72.05	 17715.1	 
72.06	 17714.6	 
72.07	 17714.2	 
72.08	 17713.7	 
72.09	 17713.3	 
72.1	 17712.9	 
72.11	 17712.5	 
72.12	 17712	 
72.13	 17711.6	 
72.14	 17711.2	 
72.15	 17710.8	 
72.16	 17710.4	 
72.17	 17709.9	 
72.18	 17709.5	 
72.19	 17709.1	 
72.2	 17708.7	 
72.21	 17708.3	 
72.22	 17707.9	 
72.23	 17707.5	 
72.24	 17707.1	 
72.25	 17706.7	 
72.26	 17706.4	 
72.27	 17706	 
72.28	 17705.6	 
72.29	 17705.2	 
72.3	 17704.8	 
72.31	 17704.5	 
72.32	 17704.1	 
72.33	 17703.7	 
72.34	 17703.4	 
72.35	 17703	 
72.36	 17702.6	 
72.37	 17702.3	 
72.38	 17701.9	 
72.39	 17701.6	 
72.4	 17701.2	 
72.41	 17700.9	 
72.42	 17700.5	 
72.43	 17700.2	 
72.44	 17699.8	 
72.45	 17699.5	 
72.46	 17699.2	 
72.47	 17698.8	 
72.48	 17698.5	 
72.49	 17698.2	 
72.5	 17697.9	 
72.51	 17697.5	 
72.52	 17697.2	 
72.53	 17696.9	 
72.54	 17696.6	 
72.55	 17696.3	 
72.56	 17696	 
72.57	 17695.7	 
72.58	 17695.4	 
72.59	 17695.1	 
72.6	 17694.8	 
72.61	 17694.5	 
72.62	 17694.2	 
72.63	 17693.9	 
72.64	 17693.6	 
72.65	 17693.3	 
72.66	 17693	 
72.67	 17692.8	 
72.68	 17692.5	 
72.69	 17692.2	 
72.7	 17691.9	 
72.71	 17691.7	 
72.72	 17691.4	 
72.73	 17691.2	 
72.74	 17690.9	 
72.75	 17690.6	 
72.76	 17690.4	 
72.77	 17690.2	 
72.78	 17689.9	 
72.79	 17689.7	 
72.8	 17689.4	 
72.81	 17689.2	 
72.82	 17689	 
72.83	 17688.7	 
72.84	 17688.5	 
72.85	 17688.3	 
72.86	 17688	 
72.87	 17687.8	 
72.88	 17687.6	 
72.89	 17687.4	 
72.9	 17687.2	 
72.91	 17687	 
72.92	 17686.8	 
72.93	 17686.6	 
72.94	 17686.4	 
72.95	 17686.2	 
72.96	 17686	 
72.97	 17685.8	 
72.98	 17685.6	 
72.99	 17685.4	 
73	 17685.2	 
73.01	 17685.1	 
73.02	 17684.9	 
73.03	 17684.7	 
73.04	 17684.5	 
73.05	 17684.4	 
73.06	 17684.2	 
73.07	 17684	 
73.08	 17683.9	 
73.09	 17683.7	 
73.1	 17683.6	 
73.11	 17683.4	 
73.12	 17683.3	 
73.13	 17683.1	 
73.14	 17683	 
73.15	 17682.9	 
73.16	 17682.7	 
73.17	 17682.6	 
73.18	 17682.5	 
73.19	 17682.3	 
73.2	 17682.2	 
73.21	 17682.1	 
73.22	 17682	 
73.23	 17681.9	 
73.24	 17681.7	 
73.25	 17681.6	 
73.26	 17681.5	 
73.27	 17681.4	 
73.28	 17681.3	 
73.29	 17681.2	 
73.3	 17681.1	 
73.31	 17681	 
73.32	 17681	 
73.33	 17680.9	 
73.34	 17680.8	 
73.35	 17680.7	 
73.36	 17680.6	 
73.37	 17680.6	 
73.38	 17680.5	 
73.39	 17680.4	 
73.4	 17680.4	 
73.41	 17680.3	 
73.42	 17680.3	 
73.43	 17680.2	 
73.44	 17680.2	 
73.45	 17680.1	 
73.46	 17680.1	 
73.47	 17680	 
73.48	 17680	 
73.49	 17680	 
73.5	 17679.9	 
73.51	 17679.9	 
73.52	 17679.9	 
73.53	 17679.8	 
73.54	 17679.8	 
73.55	 17679.8	 
73.56	 17679.8	 
73.57	 17679.8	 
73.58	 17679.8	 
73.59	 17679.8	 
73.6	 17679.8	 
73.61	 17679.8	 
73.62	 17679.8	 
73.63	 17679.8	 
73.64	 17679.8	 
73.65	 17679.8	 
73.66	 17679.8	 
73.67	 17679.8	 
73.68	 17679.9	 
73.69	 17679.9	 
73.7	 17679.9	 
73.71	 17680	 
73.72	 17680	 
73.73	 17680	 
73.74	 17680.1	 
73.75	 17680.1	 
73.76	 17680.2	 
73.77	 17680.2	 
73.78	 17680.3	 
73.79	 17680.3	 
73.8	 17680.4	 
73.81	 17680.4	 
73.82	 17680.5	 
73.83	 17680.6	 
73.84	 17680.6	 
73.85	 17680.7	 
73.86	 17680.8	 
73.87	 17680.9	 
73.88	 17681	 
73.89	 17681	 
73.9	 17681.1	 
73.91	 17681.2	 
73.92	 17681.3	 
73.93	 17681.4	 
73.94	 17681.5	 
73.95	 17681.6	 
73.96	 17681.7	 
73.97	 17681.8	 
73.98	 17681.9	 
73.99	 17682.1	 
74	 17682.2	 
74.01	 17682.3	 
74.02	 17682.4	 
74.03	 17682.6	 
74.04	 17682.7	 
74.05	 17682.8	 
74.06	 17683	 
74.07	 17683.1	 
74.08	 17683.2	 
74.09	 17683.4	 
74.1	 17683.5	 
74.11	 17683.7	 
74.12	 17683.8	 
74.13	 17684	 
74.14	 17684.2	 
74.15	 17684.3	 
74.16	 17684.5	 
74.17	 17684.7	 
74.18	 17684.8	 
74.19	 17685	 
74.2	 17685.2	 
74.21	 17685.4	 
74.22	 17685.5	 
74.23	 17685.7	 
74.24	 17685.9	 
74.25	 17686.1	 
74.26	 17686.3	 
74.27	 17686.5	 
74.28	 17686.7	 
74.29	 17686.9	 
74.3	 17687.1	 
74.31	 17687.3	 
74.32	 17687.5	 
74.33	 17687.7	 
74.34	 17688	 
74.35	 17688.2	 
74.36	 17688.4	 
74.37	 17688.6	 
74.38	 17688.9	 
74.39	 17689.1	 
74.4	 17689.3	 
74.41	 17689.6	 
74.42	 17689.8	 
74.43	 17690	 
74.44	 17690.3	 
74.45	 17690.5	 
74.46	 17690.8	 
74.47	 17691	 
74.48	 17691.3	 
74.49	 17691.6	 
74.5	 17691.8	 
74.51	 17692.1	 
74.52	 17692.3	 
74.53	 17692.6	 
74.54	 17692.9	 
74.55	 17693.2	 
74.56	 17693.4	 
74.57	 17693.7	 
74.58	 17694	 
74.59	 17694.3	 
74.6	 17694.6	 
74.61	 17694.9	 
74.62	 17695.2	 
74.63	 17695.5	 
74.64	 17695.8	 
74.65	 17696.1	 
74.66	 17696.4	 
74.67	 17696.7	 
74.68	 17697	 
74.69	 17697.3	 
74.7	 17697.6	 
74.71	 17697.9	 
74.72	 17698.3	 
74.73	 17698.6	 
74.74	 17698.9	 
74.75	 17699.2	 
74.76	 17699.6	 
74.77	 17699.9	 
74.78	 17700.2	 
74.79	 17700.6	 
74.8	 17700.9	 
74.81	 17701.3	 
74.82	 17701.6	 
74.83	 17702	 
74.84	 17702.3	 
74.85	 17702.7	 
74.86	 17703	 
74.87	 17703.4	 
74.88	 17703.7	 
74.89	 17704.1	 
74.9	 17704.5	 
74.91	 17704.8	 
74.92	 17705.2	 
74.93	 17705.6	 
74.94	 17706	 
74.95	 17706.3	 
74.96	 17706.7	 
74.97	 17707.1	 
74.98	 17707.5	 
74.99	 17707.9	 
75	 17708.3	 
75.01	 17708.7	 
75.02	 17709	 
75.03	 17709.4	 
75.04	 17709.8	 
75.05	 17710.2	 
75.06	 17710.7	 
75.07	 17711.1	 
75.08	 17711.5	 
75.09	 17711.9	 
75.1	 17712.3	 
75.11	 17712.7	 
75.12	 17713.1	 
75.13	 17713.6	 
75.14	 17714	 
75.15	 17714.4	 
75.16	 17714.8	 
75.17	 17715.3	 
75.18	 17715.7	 
75.19	 17716.1	 
75.2	 17716.6	 
75.21	 17717	 
75.22	 17717.4	 
75.23	 17717.9	 
75.24	 17718.3	 
75.25	 17718.8	 
75.26	 17719.2	 
75.27	 17719.7	 
75.28	 17720.1	 
75.29	 17720.6	 
75.3	 17721.1	 
75.31	 17721.5	 
75.32	 17722	 
75.33	 17722.5	 
75.34	 17722.9	 
75.35	 17723.4	 
75.36	 17723.9	 
75.37	 17724.3	 
75.38	 17724.8	 
75.39	 17725.3	 
75.4	 17725.8	 
75.41	 17726.3	 
75.42	 17726.8	 
75.43	 17727.2	 
75.44	 17727.7	 
75.45	 17728.2	 
75.46	 17728.7	 
75.47	 17729.2	 
75.48	 17729.7	 
75.49	 17730.2	 
75.5	 17730.7	 
75.51	 17731.2	 
75.52	 17731.7	 
75.53	 17732.2	 
75.54	 17732.7	 
75.55	 17733.3	 
75.56	 17733.8	 
75.57	 17734.3	 
75.58	 17734.8	 
75.59	 17735.3	 
75.6	 17735.9	 
75.61	 17736.4	 
75.62	 17736.9	 
75.63	 17737.4	 
75.64	 17738	 
75.65	 17738.5	 
75.66	 17739	 
75.67	 17739.6	 
75.68	 17740.1	 
75.69	 17740.7	 
75.7	 17741.2	 
75.71	 17741.7	 
75.72	 17742.3	 
75.73	 17742.8	 
75.74	 17743.4	 
75.75	 17743.9	 
75.76	 17744.5	 
75.77	 17745.1	 
75.78	 17745.6	 
75.79	 17746.2	 
75.8	 17746.7	 
75.81	 17747.3	 
75.82	 17747.9	 
75.83	 17748.4	 
75.84	 17749	 
75.85	 17749.6	 
75.86	 17750.2	 
75.87	 17750.7	 
75.88	 17751.3	 
75.89	 17751.9	 
75.9	 17752.5	 
75.91	 17753	 
75.92	 17753.6	 
75.93	 17754.2	 
75.94	 17754.8	 
75.95	 17755.4	 
75.96	 17756	 
75.97	 17756.6	 
75.98	 17757.2	 
75.99	 17757.8	 
76	 17758.4	 
76.01	 17759	 
76.02	 17759.6	 
76.03	 17760.2	 
76.04	 17760.8	 
76.05	 17761.4	 
76.06	 17762	 
76.07	 17762.6	 
76.08	 17763.2	 
76.09	 17763.8	 
76.1	 17764.5	 
76.11	 17765.1	 
76.12	 17765.7	 
76.13	 17766.3	 
76.14	 17766.9	 
76.15	 17767.6	 
76.16	 17768.2	 
76.17	 17768.8	 
76.18	 17769.5	 
76.19	 17770.1	 
76.2	 17770.7	 
76.21	 17771.4	 
76.22	 17772	 
76.23	 17772.6	 
76.24	 17773.3	 
76.25	 17773.9	 
76.26	 17774.6	 
76.27	 17775.2	 
76.28	 17775.9	 
76.29	 17776.5	 
76.3	 17777.2	 
76.31	 17777.8	 
76.32	 17778.5	 
76.33	 17779.1	 
76.34	 17779.8	 
76.35	 17780.4	 
76.36	 17781.1	 
76.37	 17781.8	 
76.38	 17782.4	 
76.39	 17783.1	 
76.4	 17783.8	 
76.41	 17784.4	 
76.42	 17785.1	 
76.43	 17785.8	 
76.44	 17786.5	 
76.45	 17787.1	 
76.46	 17787.8	 
76.47	 17788.5	 
76.48	 17789.2	 
76.49	 17789.8	 
76.5	 17790.5	 
76.51	 17791.2	 
76.52	 17791.9	 
76.53	 17792.6	 
76.54	 17793.3	 
76.55	 17794	 
76.56	 17794.7	 
76.57	 17795.3	 
76.58	 17796	 
76.59	 17796.7	 
76.6	 17797.4	 
76.61	 17798.1	 
76.62	 17798.8	 
76.63	 17799.5	 
76.64	 17800.3	 
76.65	 17801	 
76.66	 17801.7	 
76.67	 17802.4	 
76.68	 17803.1	 
76.69	 17803.8	 
76.7	 17804.5	 
76.71	 17805.2	 
76.72	 17805.9	 
76.73	 17806.7	 
76.74	 17807.4	 
76.75	 17808.1	 
76.76	 17808.8	 
76.77	 17809.6	 
76.78	 17810.3	 
76.79	 17811	 
76.8	 17811.7	 
76.81	 17812.5	 
76.82	 17813.2	 
76.83	 17813.9	 
76.84	 17814.7	 
76.85	 17815.4	 
76.86	 17816.1	 
76.87	 17816.9	 
76.88	 17817.6	 
76.89	 17818.4	 
76.9	 17819.1	 
76.91	 17819.8	 
76.92	 17820.6	 
76.93	 17821.3	 
76.94	 17822.1	 
76.95	 17822.8	 
76.96	 17823.6	 
76.97	 17824.3	 
76.98	 17825.1	 
76.99	 17825.9	 
77	 17826.6	 
77.01	 17827.4	 
77.02	 17828.1	 
77.03	 17828.9	 
77.04	 17829.7	 
77.05	 17830.4	 
77.06	 17831.2	 
77.07	 17831.9	 
77.08	 17832.7	 
77.09	 17833.5	 
77.1	 17834.3	 
77.11	 17835	 
77.12	 17835.8	 
77.13	 17836.6	 
77.14	 17837.4	 
77.15	 17838.1	 
77.16	 17838.9	 
77.17	 17839.7	 
77.18	 17840.5	 
77.19	 17841.3	 
77.2	 17842	 
77.21	 17842.8	 
77.22	 17843.6	 
77.23	 17844.4	 
77.24	 17845.2	 
77.25	 17846	 
77.26	 17846.8	 
77.27	 17847.6	 
77.28	 17848.4	 
77.29	 17849.1	 
77.3	 17849.9	 
77.31	 17850.7	 
77.32	 17851.5	 
77.33	 17852.3	 
77.34	 17853.1	 
77.35	 17853.9	 
77.36	 17854.8	 
77.37	 17855.6	 
77.38	 17856.4	 
77.39	 17857.2	 
77.4	 17858	 
77.41	 17858.8	 
77.42	 17859.6	 
77.43	 17860.4	 
77.44	 17861.2	 
77.45	 17862	 
77.46	 17862.9	 
77.47	 17863.7	 
77.48	 17864.5	 
77.49	 17865.3	 
77.5	 17866.1	 
77.51	 17866.9	 
77.52	 17867.8	 
77.53	 17868.6	 
77.54	 17869.4	 
77.55	 17870.2	 
77.56	 17871.1	 
77.57	 17871.9	 
77.58	 17872.7	 
77.59	 17873.6	 
77.6	 17874.4	 
77.61	 17875.2	 
77.62	 17876.1	 
77.63	 17876.9	 
77.64	 17877.7	 
77.65	 17878.6	 
77.66	 17879.4	 
77.67	 17880.2	 
77.68	 17881.1	 
77.69	 17881.9	 
77.7	 17882.8	 
77.71	 17883.6	 
77.72	 17884.4	 
77.73	 17885.3	 
77.74	 17886.1	 
77.75	 17887	 
77.76	 17887.8	 
77.77	 17888.7	 
77.78	 17889.5	 
77.79	 17890.4	 
77.8	 17891.2	 
77.81	 17892.1	 
77.82	 17893	 
77.83	 17893.8	 
77.84	 17894.7	 
77.85	 17895.5	 
77.86	 17896.4	 
77.87	 17897.2	 
77.88	 17898.1	 
77.89	 17899	 
77.9	 17899.8	 
77.91	 17900.7	 
77.92	 17901.6	 
77.93	 17902.4	 
77.94	 17903.3	 
77.95	 17904.2	 
77.96	 17905	 
77.97	 17905.9	 
77.98	 17906.8	 
77.99	 17907.6	 
78	 17908.5	 
78.01	 17909.4	 
78.02	 17910.2	 
78.03	 17911.1	 
78.04	 17912	 
78.05	 17912.9	 
78.06	 17913.7	 
78.07	 17914.6	 
78.08	 17915.5	 
78.09	 17916.4	 
78.1	 17917.2	 
78.11	 17918.1	 
78.12	 17919	 
78.13	 17919.9	 
78.14	 17920.8	 
78.15	 17921.7	 
78.16	 17922.5	 
78.17	 17923.4	 
78.18	 17924.3	 
78.19	 17925.2	 
78.2	 17926.1	 
78.21	 17927	 
78.22	 17927.9	 
78.23	 17928.7	 
78.24	 17929.6	 
78.25	 17930.5	 
78.26	 17931.4	 
78.27	 17932.3	 
78.28	 17933.2	 
78.29	 17934.1	 
78.3	 17935	 
78.31	 17935.9	 
78.32	 17936.8	 
78.33	 17937.7	 
78.34	 17938.6	 
78.35	 17939.5	 
78.36	 17940.4	 
78.37	 17941.3	 
78.38	 17942.2	 
78.39	 17943.1	 
78.4	 17944	 
78.41	 17944.9	 
78.42	 17945.8	 
78.43	 17946.7	 
78.44	 17947.6	 
78.45	 17948.5	 
78.46	 17949.4	 
78.47	 17950.3	 
78.48	 17951.2	 
78.49	 17952.1	 
78.5	 17953	 
78.51	 17954	 
78.52	 17954.9	 
78.53	 17955.8	 
78.54	 17956.7	 
78.55	 17957.6	 
78.56	 17958.5	 
78.57	 17959.4	 
78.58	 17960.3	 
78.59	 17961.2	 
78.6	 17962.2	 
78.61	 17963.1	 
78.62	 17964	 
78.63	 17964.9	 
78.64	 17965.8	 
78.65	 17966.7	 
78.66	 17967.6	 
78.67	 17968.6	 
78.68	 17969.5	 
78.69	 17970.4	 
78.7	 17971.3	 
78.71	 17972.2	 
78.72	 17973.1	 
78.73	 17974.1	 
78.74	 17975	 
78.75	 17975.9	 
78.76	 17976.8	 
78.77	 17977.7	 
78.78	 17978.6	 
78.79	 17979.6	 
78.8	 17980.5	 
78.81	 17981.4	 
78.82	 17982.3	 
78.83	 17983.3	 
78.84	 17984.2	 
78.85	 17985.1	 
78.86	 17986	 
78.87	 17986.9	 
78.88	 17987.9	 
78.89	 17988.8	 
78.9	 17989.7	 
78.91	 17990.6	 
78.92	 17991.6	 
78.93	 17992.5	 
78.94	 17993.4	 
78.95	 17994.3	 
78.96	 17995.3	 
78.97	 17996.2	 
78.98	 17997.1	 
78.99	 17998.1	 
79	 17999	 
79.01	 17999.9	 
79.02	 18000.8	 
79.03	 18001.8	 
79.04	 18002.7	 
79.05	 18003.6	 
79.06	 18004.5	 
79.07	 18005.5	 
79.08	 18006.4	 
79.09	 18007.3	 
79.1	 18008.2	 
79.11	 18009.2	 
79.12	 18010.1	 
79.13	 18011	 
79.14	 18012	 
79.15	 18012.9	 
79.16	 18013.8	 
79.17	 18014.7	 
79.18	 18015.7	 
79.19	 18016.6	 
79.2	 18017.5	 
79.21	 18018.5	 
79.22	 18019.4	 
79.23	 18020.3	 
79.24	 18021.2	 
79.25	 18022.2	 
79.26	 18023.1	 
79.27	 18024	 
79.28	 18025	 
79.29	 18025.9	 
79.3	 18026.8	 
79.31	 18027.7	 
79.32	 18028.7	 
79.33	 18029.6	 
79.34	 18030.5	 
79.35	 18031.5	 
79.36	 18032.4	 
79.37	 18033.3	 
79.38	 18034.3	 
79.39	 18035.2	 
79.4	 18036.1	 
79.41	 18037.1	 
79.42	 18038	 
79.43	 18038.9	 
79.44	 18039.8	 
79.45	 18040.8	 
79.46	 18041.7	 
79.47	 18042.6	 
79.48	 18043.6	 
79.49	 18044.5	 
79.5	 18045.4	 
79.51	 18046.4	 
79.52	 18047.3	 
79.53	 18048.2	 
79.54	 18049.1	 
79.55	 18050.1	 
79.56	 18051	 
79.57	 18051.9	 
79.58	 18052.9	 
79.59	 18053.8	 
79.6	 18054.7	 
79.61	 18055.7	 
79.62	 18056.6	 
79.63	 18057.5	 
79.64	 18058.4	 
79.65	 18059.4	 
79.66	 18060.3	 
79.67	 18061.2	 
79.68	 18062.2	 
79.69	 18063.1	 
79.7	 18064	 
79.71	 18064.9	 
79.72	 18065.9	 
79.73	 18066.8	 
79.74	 18067.7	 
79.75	 18068.6	 
79.76	 18069.6	 
79.77	 18070.5	 
79.78	 18071.4	 
79.79	 18072.3	 
79.8	 18073.3	 
79.81	 18074.2	 
79.82	 18075.1	 
79.83	 18076	 
79.84	 18077	 
79.85	 18077.9	 
79.86	 18078.8	 
79.87	 18079.7	 
79.88	 18080.7	 
79.89	 18081.6	 
79.9	 18082.5	 
79.91	 18083.4	 
79.92	 18084.3	 
79.93	 18085.3	 
79.94	 18086.2	 
79.95	 18087.1	 
79.96	 18088	 
79.97	 18089	 
79.98	 18089.9	 
79.99	 18090.8	 
80	 18091.7	 
80.01	 18092.6	 
80.02	 18093.6	 
80.03	 18094.5	 
80.04	 18095.4	 
80.05	 18096.3	 
80.06	 18097.2	 
80.07	 18098.1	 
80.08	 18099.1	 
80.09	 18100	 
80.1	 18100.9	 
80.11	 18101.8	 
80.12	 18102.7	 
80.13	 18103.6	 
80.14	 18104.6	 
80.15	 18105.5	 
80.16	 18106.4	 
80.17	 18107.3	 
80.18	 18108.2	 
80.19	 18109.1	 
80.2	 18110	 
80.21	 18111	 
80.22	 18111.9	 
80.23	 18112.8	 
80.24	 18113.7	 
80.25	 18114.6	 
80.26	 18115.5	 
80.27	 18116.4	 
80.28	 18117.3	 
80.29	 18118.2	 
80.3	 18119.1	 
80.31	 18120	 
80.32	 18121	 
80.33	 18121.9	 
80.34	 18122.8	 
80.35	 18123.7	 
80.36	 18124.6	 
80.37	 18125.5	 
80.38	 18126.4	 
80.39	 18127.3	 
80.4	 18128.2	 
80.41	 18129.1	 
80.42	 18130	 
80.43	 18130.9	 
80.44	 18131.8	 
80.45	 18132.7	 
80.46	 18133.6	 
80.47	 18134.5	 
80.48	 18135.4	 
80.49	 18136.3	 
80.5	 18137.2	 
80.51	 18138.1	 
80.52	 18139	 
80.53	 18139.8	 
80.54	 18140.7	 
80.55	 18141.6	 
80.56	 18142.5	 
80.57	 18143.4	 
80.58	 18144.3	 
80.59	 18145.2	 
80.6	 18146.1	 
80.61	 18147	 
80.62	 18147.9	 
80.63	 18148.8	 
80.64	 18149.7	 
80.65	 18150.5	 
80.66	 18151.4	 
80.67	 18152.3	 
80.68	 18153.2	 
80.69	 18154.1	 
80.7	 18155	 
80.71	 18155.8	 
80.72	 18156.7	 
80.73	 18157.6	 
80.74	 18158.5	 
80.75	 18159.4	 
80.76	 18160.3	 
80.77	 18161.1	 
80.78	 18162	 
80.79	 18162.9	 
80.8	 18163.8	 
80.81	 18164.6	 
80.82	 18165.5	 
80.83	 18166.4	 
80.84	 18167.3	 
80.85	 18168.1	 
80.86	 18169	 
80.87	 18169.9	 
80.88	 18170.8	 
80.89	 18171.6	 
80.9	 18172.5	 
80.91	 18173.4	 
80.92	 18174.3	 
80.93	 18175.1	 
80.94	 18176	 
80.95	 18176.9	 
80.96	 18177.7	 
80.97	 18178.6	 
80.98	 18179.5	 
80.99	 18180.3	 
81	 18181.2	 
81.01	 18182.1	 
81.02	 18182.9	 
81.03	 18183.8	 
81.04	 18184.6	 
81.05	 18185.5	 
81.06	 18186.4	 
81.07	 18187.2	 
81.08	 18188.1	 
81.09	 18188.9	 
81.1	 18189.8	 
81.11	 18190.7	 
81.12	 18191.5	 
81.13	 18192.4	 
81.14	 18193.2	 
81.15	 18194.1	 
81.16	 18194.9	 
81.17	 18195.8	 
81.18	 18196.6	 
81.19	 18197.5	 
81.2	 18198.3	 
81.21	 18199.2	 
81.22	 18200	 
81.23	 18200.9	 
81.24	 18201.7	 
81.25	 18202.6	 
81.26	 18203.4	 
81.27	 18204.3	 
81.28	 18205.1	 
81.29	 18206	 
81.3	 18206.8	 
81.31	 18207.7	 
81.32	 18208.5	 
81.33	 18209.3	 
81.34	 18210.2	 
