 
      1    246    264      1
    1  0.4499695E-02  0.4999697E-02 -0.1406076E+00  0.2640795E-06  0.1000000E+01  0.7255462E-06  0.2887945E-05
    1  0.3249776E-02  0.2777611E-02 -0.1397248E+00  0.3420222E+00  0.6141566E-06  0.9396919E+00  0.1795572E-04
    1  0.1499893E-02  0.3333131E-02 -0.1385133E+00  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4308819E-05
    1  0.1499893E-02  0.1666565E-02 -0.1379388E+00  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4308818E-05
    1 -0.5999626E-02  0.1666566E-02 -0.1249968E+00 -0.1000000E+01  0.0000000E+00  0.3042514E-06  0.1874768E-03
    1 -0.4749708E-02  0.1666566E-02 -0.1499952E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.9373876E-05
    1  0.1499893E-02  0.1666566E-02 -0.1442216E+00  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4308857E-05
    1  0.2249846E-02  0.1666566E-02 -0.1433741E+00  0.3420245E+00  0.0000000E+00 -0.9396911E+00  0.5985272E-05
    1  0.4249712E-02  0.2777611E-02 -0.1426462E+00  0.3420258E+00  0.3482326E-06 -0.9396906E+00  0.1795574E-04
    1  0.1499893E-02  0.3333132E-02 -0.1447962E+00  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4308857E-05
    1  0.3249776E-02  0.2777612E-02 -0.1460076E+00  0.3420167E+00  0.5825003E-06  0.9396939E+00  0.1795568E-04
    1  0.2999794E-02  0.4999699E-02 -0.1474363E+00 -0.1326245E-06  0.1000000E+01  0.2042764E-06  0.1025736E-04
    1  0.4499695E-02  0.4999699E-02 -0.1484101E+00  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.2887978E-05
    1  0.4249712E-02  0.2777611E-02 -0.1489290E+00  0.3420204E+00  0.3672279E-06 -0.9396926E+00  0.1795571E-04
    1  0.2249846E-02  0.1666566E-02 -0.1496787E+00  0.3657708E+00  0.1217354E-01 -0.9306253E+00  0.6043581E-05
    1  0.5999596E-02  0.2499849E-02 -0.1476503E+00  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.6417767E-05
    1 -0.9999492E-03  0.4999699E-02 -0.1484319E+00 -0.1781435E-08  0.1000000E+01  0.2042764E-06  0.1709566E-04
    1  0.5249643E-02  0.1666566E-02 -0.1467355E+00  0.3420190E+00  0.0000000E+00  0.9396931E+00  0.5985260E-05
    1 -0.9999492E-03  0.4999698E-02 -0.1463377E+00  0.1241842E-06  0.1000000E+01  0.0000000E+00  0.6463269E-05
    1 -0.9999492E-03  0.4999698E-02 -0.1442434E+00 -0.4872943E-07  0.1000000E+01  0.2042744E-06  0.1709582E-04
    1 -0.1416553E-02  0.2777657E-02 -0.1499807E+00  0.5813494E-02  0.8720216E-02 -0.9999451E+00  0.2812382E-04
    1 -0.5999606E-02  0.2777599E-02 -0.5833443E-01 -0.1000000E+01 -0.9869919E-13  0.3042513E-06  0.5624276E-03
    1 -0.9999111E-03  0.4999662E-02 -0.1811747E-02  0.0000000E+00  0.1000000E+01  0.1718003E-06  0.2032729E-04
    1 -0.9999136E-03  0.4999663E-02 -0.4193278E-02  0.2663852E-06  0.1000000E+01  0.5403253E-06  0.6463203E-05
    1  0.1499924E-02  0.3333108E-02 -0.6574809E-02  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.4308793E-05
    1  0.3249809E-02  0.2777589E-02 -0.7786272E-02  0.3420255E+00  0.8230991E-07  0.9396907E+00  0.1795566E-04
    1  0.4499726E-02  0.4999664E-02 -0.8669078E-02  0.2640852E-06  0.1000000E+01  0.7255551E-06  0.2887909E-05
    1  0.5999626E-02  0.3333109E-02 -0.9215008E-02  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.3208784E-05
    1  0.5999626E-02  0.1666555E-02 -0.9642875E-02  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.3208784E-05
    1  0.4249740E-02  0.2777590E-02 -0.1070765E-01  0.3420224E+00 -0.3798922E-07 -0.9396917E+00  0.1795564E-04
    1  0.2249872E-02  0.1666555E-02 -0.1143556E-01  0.3420285E+00  0.2972663E-05 -0.9396896E+00  0.5985203E-05
    1  0.2249871E-02  0.1666555E-02 -0.1771834E-01  0.3420200E+00  0.0000000E+00 -0.9396927E+00  0.5985175E-05
    1  0.5999622E-02  0.2499833E-02 -0.1571172E-01  0.1000000E+01 -0.1490216E-05  0.0000000E+00  0.6417719E-05
    1  0.4499726E-02  0.4999665E-02 -0.1495186E-01 -0.2069742E-06  0.1000000E+01  0.0000000E+00  0.2887976E-05
    1  0.2999825E-02  0.4999665E-02 -0.1592566E-01 -0.7435069E-07  0.1000000E+01  0.2042751E-06  0.1025743E-04
    1 -0.9999289E-03  0.4999676E-02 -0.6047290E-01  0.8750405E-06  0.1000000E+01  0.2042742E-06  0.1709588E-04
    1 -0.9999289E-03  0.4999676E-02 -0.5837863E-01  0.4594796E-05  0.1000000E+01  0.0000000E+00  0.6463243E-05
    1 -0.9999289E-03  0.4999676E-02 -0.5628437E-01  0.8281016E-06  0.1000000E+01  0.2042751E-06  0.1709583E-04
    1 -0.9999289E-03  0.4999678E-02 -0.6256716E-01 -0.1930593E-04  0.1000000E+01  0.1350822E-05  0.6463204E-05
    1 -0.9999289E-03  0.4999678E-02 -0.6466142E-01  0.2385839E-05  0.1000000E+01  0.1021376E-06  0.1709579E-04
    1 -0.9999288E-03  0.4999678E-02 -0.6675568E-01  0.4098062E-05  0.1000000E+01  0.0000000E+00  0.6463267E-05
    1 -0.9999288E-03  0.4999680E-02 -0.6884995E-01 -0.4345655E-05  0.1000000E+01  0.5106887E-06  0.1709580E-04
    1 -0.9999289E-03  0.4999680E-02 -0.7094420E-01  0.3787608E-05  0.1000000E+01  0.0000000E+00  0.6463233E-05
    1 -0.9999314E-03  0.4999680E-02 -0.7303847E-01  0.5812699E-06  0.1000000E+01  0.2042741E-06  0.1709542E-04
    1 -0.9999338E-03  0.4999680E-02 -0.7513273E-01 -0.4489181E-05  0.1000000E+01  0.5403256E-06  0.6463233E-05
    1 -0.9999338E-03  0.4999681E-02 -0.7722700E-01  0.5040204E-06  0.1000000E+01  0.2042751E-06  0.1709582E-04
    1 -0.9999339E-03  0.4999682E-02 -0.7932127E-01  0.3415062E-05  0.1000000E+01  0.0000000E+00  0.6463233E-05
    1 -0.9999339E-03  0.4999682E-02 -0.8141552E-01 -0.2313135E-05  0.1000000E+01  0.4085517E-06  0.1709576E-04
    1 -0.9999338E-03  0.4999683E-02 -0.8350979E-01 -0.4080533E-05  0.1000000E+01  0.5403209E-06  0.6463289E-05
    1 -0.9999338E-03  0.4999684E-02 -0.8560406E-01  0.3495458E-06  0.1000000E+01  0.2042754E-06  0.1709579E-04
    1 -0.9999339E-03  0.4999684E-02 -0.8769831E-01  0.2918306E-05  0.1000000E+01  0.0000000E+00  0.6463233E-05
    1 -0.9999339E-03  0.4999685E-02 -0.8979257E-01  0.3964947E-06  0.1000000E+01  0.2042754E-06  0.1709579E-04
    1  0.2999814E-02  0.4999678E-02 -0.5990518E-01 -0.7435025E-07  0.1000000E+01  0.2042754E-06  0.1025740E-04
    1  0.4249729E-02  0.2777598E-02 -0.6096996E-01  0.3420204E+00 -0.7597851E-07 -0.9396925E+00  0.1795563E-04
    1  0.1499912E-02  0.2499839E-02 -0.6283263E-01  0.1000000E+01 -0.1536781E-05 -0.4151802E-12  0.8617625E-05
    1  0.3249795E-02  0.2777598E-02 -0.6433135E-01  0.3420221E+00 -0.7651237E-06  0.9396919E+00  0.1795565E-04
    1  0.4499713E-02  0.4999679E-02 -0.6521416E-01  0.2640787E-06  0.1000000E+01  0.7255462E-06  0.2887940E-05
    1  0.2999812E-02  0.4999680E-02 -0.6618796E-01 -0.7435085E-07  0.1000000E+01  0.2042756E-06  0.1025741E-04
    1 -0.9999364E-03  0.4999686E-02 -0.9398110E-01  0.3192671E-06  0.1000000E+01  0.2042751E-06  0.1709547E-04
    1 -0.9999389E-03  0.4999686E-02 -0.9607536E-01  0.2545768E-05  0.1000000E+01  0.0000000E+00  0.6463233E-05
